Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income
E01000370,Bexley 014D,864.00 ,2863.00 
E01000371,Bexley 014E,604.00 ,2617.00 
E01000360,Bexley 015A,1436.00 ,2619.00 
E01000362,Bexley 015B,916.00 ,3077.00 
E01000365,Bexley 015C,1166.00 ,2387.00 
E01000366,Bexley 015D,1382.00 ,3171.00 
E01000394,Bexley 015E,934.00 ,3120.00 
E01000388,Bexley 016A,423.00 ,2772.00 
E01000392,Bexley 016B,538.00 ,976.00 
E01000409,Bexley 016C,366.00 ,2750.00 
E01000411,Bexley 016D,156.00 ,2431.00 
E01000414,Bexley 016E,875.00 ,1832.00 
E01000415,Bexley 016F,618.00 ,3383.00 
E01000327,Bexley 017A,604.00 ,3494.00 
E01000328,Bexley 017B,376.00 ,2857.00 
E01000329,Bexley 017C,366.00 ,2031.00 
E01000330,Bexley 017D,649.00 ,1737.00 
E01000331,Bexley 017E,234.00 ,1239.00 
E01000340,Bexley 018A,382.00 ,2048.00 
E01000395,Bexley 018B,514.00 ,3365.00 
E01000396,Bexley 018C,514.00 ,3010.00 
E01000410,Bexley 018D,509.00 ,2735.00 
E01000412,Bexley 018E,839.00 ,2836.00 
E01000413,Bexley 018F,83.00 ,2050.00 
E01000374,Bexley 019A,17.00 ,279.00 
E01000375,Bexley 019B,230.00 ,1464.00 
E01000376,Bexley 019C,222.00 ,1830.00 
E01000377,Bexley 019D,597.00 ,2393.00 
E01000378,Bexley 019E,1446.00 ,1853.00 
E01000379,Bexley 019F,566.00 ,2007.00 
E01000348,Bexley 020A,864.00 ,3956.00 
E01000349,Bexley 020B,1293.00 ,3599.00 
E01000361,Bexley 020C,742.00 ,2946.00 
E01000363,Bexley 020D,962.00 ,3434.00 
E01000389,Bexley 020E,1536.00 ,3050.00 
E01000390,Bexley 020F,308.00 ,3068.00 
E01000393,Bexley 020G,856.00 ,2647.00 
E01000346,Bexley 021A,376.00 ,2822.00 
E01000347,Bexley 021B,21.00 ,1936.00 
E01000350,Bexley 021C,434.00 ,3069.00 
E01000352,Bexley 021D,303.00 ,2210.00 
E01000391,Bexley 021E,336.00 ,1931.00 
E01000341,Bexley 022A,208.00 ,2747.00 
E01000342,Bexley 022B,456.00 ,2630.00 
E01000343,Bexley 022C,249.00 ,2771.00 
E01000345,Bexley 022D,290.00 ,3437.00 
E01000460,Bexley 022E,1357.00 ,4296.00 
E01000364,Bexley 023A,1062.00 ,2994.00 
E01000444,Bexley 023B,1877.00 ,4222.00 
E01000447,Bexley 023C,1578.00 ,3271.00 
E01000448,Bexley 023D,1314.00 ,4267.00 
E01000449,Bexley 023E,2057.00 ,4122.00 
E01000351,Bexley 024A,451.00 ,2846.00 
E01000443,Bexley 024B,143.00 ,2336.00 
E01000445,Bexley 024C,1123.00 ,3576.00 
E01000446,Bexley 024D,618.00 ,3003.00 
E01000461,Bexley 024E,1357.00 ,3699.00 
E01000339,Bexley 025A,482.00 ,2532.00 
E01000344,Bexley 025B,716.00 ,3063.00 
E01000423,Bexley 025C,1436.00 ,3724.00 
E01000425,Bexley 025D,1251.00 ,3757.00 
E01000463,Bexley 025E,500.00 ,3450.00 
E01000424,Bexley 026A,2748.00 ,3735.00 
E01000426,Bexley 026B,1558.00 ,3193.00 
E01000427,Bexley 026C,1768.00 ,2188.00 
E01000457,Bexley 026D,2113.00 ,2519.00 
E01000462,Bexley 026E,1028.00 ,2273.00 
E01000382,Bexley 027A,1367.00 ,3665.00 
E01000384,Bexley 027B,1536.00 ,2513.00 
E01000387,Bexley 027C,883.00 ,2761.00 
E01000428,Bexley 027D,1883.00 ,1708.00 
E01000458,Bexley 027E,1943.00 ,3867.00 
E01000459,Bexley 027F,1749.00 ,2568.00 
E01000381,Bexley 028A,500.00 ,1613.00 
E01000383,Bexley 028B,755.00 ,2550.00 
E01000385,Bexley 028C,584.00 ,639.00 
E01000386,Bexley 028D,79.00 ,415.00 
E01000398,Bexley 029A,148.00 ,1378.00 
E01000399,Bexley 029B,500.00 ,2481.00 
E01000400,Bexley 029C,336.00 ,2025.00 
E01032566,Bexley 029D,566.00 ,1329.00 
E01000587,Brent 001A,1657.00 ,2456.00 
E01000589,Brent 001B,2502.00 ,2338.00 
E01000590,Brent 001C,2559.00 ,2632.00 
E01000592,Brent 001D,1911.00 ,2372.00 
E01000593,Brent 001E,2895.00 ,2150.00 
E01000594,Brent 001F,2182.00 ,1975.00 
E01000513,Brent 002A,1528.00 ,2700.00 
E01000514,Brent 002B,1389.00 ,2400.00 
E01000516,Brent 002C,1409.00 ,1799.00 
E01000520,Brent 002D,1728.00 ,1710.00 
E01000588,Brent 002E,2286.00 ,1141.00 
E01000515,Brent 003A,1367.00 ,800.00 
E01000517,Brent 003B,2508.00 ,3196.00 
E01000543,Brent 003E,2615.00 ,2712.00 
E01000591,Brent 003F,3029.00 ,1468.00 
E01033463,Brent 003G,4140.00 ,3070.00 
E01000536,Brent 004A,3257.00 ,4070.00 
E01000538,Brent 004B,3016.00 ,4331.00 
E01000539,Brent 004C,3013.00 ,3790.00 
E01000540,Brent 004D,3210.00 ,4180.00 
E01000541,Brent 004E,2417.00 ,3272.00 
E01000518,Brent 005A,1389.00 ,1876.00 
E01000519,Brent 005B,2231.00 ,1355.00 
E01000623,Brent 005C,1728.00 ,2497.00 
E01000624,Brent 005D,1507.00 ,1881.00 
E01000629,Brent 005E,1668.00 ,1567.00 
E01000480,Brent 006A,3403.00 ,4016.00 
E01000484,Brent 006B,413.00 ,894.00 
E01000485,Brent 006C,1081.00 ,1587.00 
E01000486,Brent 006D,2959.00 ,3332.00 
E01000487,Brent 006E,3295.00 ,2369.00 
E01000572,Brent 007A,2391.00 ,3430.00 
E01000573,Brent 007B,2189.00 ,2985.00 
E01000574,Brent 007C,1831.00 ,3186.00 
E01000575,Brent 007D,3169.00 ,2984.00 
E01000577,Brent 007E,2917.00 ,691.00 
E01000562,Brent 008A,3128.00 ,4154.00 
E01000563,Brent 008B,2711.00 ,3907.00 
E01000566,Brent 008C,2277.00 ,3409.00 
E01000568,Brent 008D,4691.00 ,3781.00 
E01000569,Brent 008E,2837.00 ,3865.00 
E01000479,Brent 009A,2988.00 ,3884.00 
E01000481,Brent 009B,2467.00 ,1347.00 
E01000482,Brent 009C,3607.00 ,516.00 
E01000483,Brent 009D,1197.00 ,293.00 
E01000625,Brent 009E,1331.00 ,2260.00 
E01000498,Brent 010B,489.00 ,561.00 
E01000622,Brent 010D,962.00 ,661.00 
E01000626,Brent 010E,174.00 ,204.00 
E01033464,Brent 010F,2440.00 ,660.00 
E01000497,Brent 011A,1842.00 ,1514.00 
E01000499,Brent 011B,1197.00 ,648.00 
E01000501,Brent 011C,1409.00 ,588.00 
E01000502,Brent 011D,762.00 ,1529.00 
E01000503,Brent 011E,2203.00 ,1551.00 
E01000570,Brent 012A,1258.00 ,842.00 
E01000571,Brent 012B,2552.00 ,2890.00 
E01000576,Brent 012C,2844.00 ,3067.00 
E01000578,Brent 012D,3227.00 ,2218.00 
E01000564,Brent 013A,1749.00 ,2065.00 
E01000565,Brent 013B,2223.00 ,2762.00 
E01000607,Brent 013C,3117.00 ,2115.00 
E01000608,Brent 013D,3460.00 ,1301.00 
E01000613,Brent 013E,2596.00 ,1547.00 
E01000506,Brent 014A,1515.00 ,274.00 
E01000509,Brent 014B,658.00 ,734.00 
E01000510,Brent 014C,1166.00 ,980.00 
E01000511,Brent 014D,1612.00 ,1512.00 
E01000627,Brent 014E,981.00 ,331.00 
E01000628,Brent 014F,1600.00 ,502.00 
E01000553,Brent 015A,2981.00 ,1049.00 
E01000554,Brent 015B,2780.00 ,1341.00 
E01000555,Brent 015C,3111.00 ,3808.00 
E01000556,Brent 015D,3025.00 ,573.00 
E01000557,Brent 015E,3941.00 ,2029.00 
E01000558,Brent 015F,3561.00 ,3544.00 
E01000567,Brent 016A,2009.00 ,2756.00 
E01000606,Brent 016B,1550.00 ,1345.00 
E01000609,Brent 016C,2608.00 ,1437.00 
E01000611,Brent 016D,1762.00 ,1156.00 
E01000615,Brent 017B,1943.00 ,1390.00 
E01000617,Brent 017C,1966.00 ,1234.00 
E01000618,Brent 017D,1389.00 ,1162.00 
E01000619,Brent 017E,1474.00 ,1443.00 
E01033424,Brent 017F,2674.00 ,1362.00 
E01033457,Brent 017G,3552.00 ,2650.00 
E01000504,Brent 018A,3416.00 ,2791.00 
E01000505,Brent 018B,2391.00 ,2435.00 
E01000507,Brent 018C,2545.00 ,2429.00 
E01000512,Brent 018D,3350.00 ,2877.00 
E01000559,Brent 018E,3354.00 ,2981.00 
E01000610,Brent 019A,2492.00 ,1582.00 
E01000612,Brent 019B,1957.00 ,1299.00 
E01000631,Brent 019C,2596.00 ,1727.00 
E01000633,Brent 019D,2748.00 ,891.00 
E01000634,Brent 019E,2787.00 ,868.00 
E01000616,Brent 020A,2508.00 ,1275.00 
E01000620,Brent 020B,1744.00 ,1311.00 
E01000621,Brent 020C,1587.00 ,1208.00 
E01000635,Brent 020D,3316.00 ,624.00 
E01000636,Brent 020E,1715.00 ,899.00 
E01000596,Brent 021A,123.00 ,39.00 
E01000601,Brent 021B,138.00 ,205.00 
E01000602,Brent 021C,143.00 ,158.00 
E01000603,Brent 021D,721.00 ,239.00 
E01000604,Brent 021E,413.00 ,61.00 
E01000605,Brent 021F,234.00 ,52.00 
E01000488,Brent 022A,2381.00 ,2611.00 
E01000637,Brent 022B,2451.00 ,1052.00 
E01000639,Brent 022C,3629.00 ,2046.00 
E01000642,Brent 022D,4133.00 ,1471.00 
E01000644,Brent 022E,3092.00 ,1377.00 
E01000490,Brent 023A,4149.00 ,3144.00 
E01000494,Brent 023B,3983.00 ,3174.00 
E01000495,Brent 023C,3552.00 ,2112.00 
E01000560,Brent 023D,4267.00 ,3723.00 
E01000561,Brent 023E,3852.00 ,2305.00 
E01000638,Brent 024A,1600.00 ,289.00 
E01000640,Brent 024B,2440.00 ,319.00 
E01000641,Brent 024C,2260.00 ,549.00 
E01000643,Brent 024D,2153.00 ,436.00 
E01000508,Brent 025A,779.00 ,136.00 
E01000521,Brent 025B,1226.00 ,55.00 
E01000522,Brent 025C,934.00 ,460.00 
E01000526,Brent 025D,934.00 ,145.00 
E01000527,Brent 025E,1367.00 ,195.00 
E01000528,Brent 025F,402.00 ,156.00 
E01000471,Brent 026A,818.00 ,1152.00 
E01000474,Brent 026B,1488.00 ,731.00 
E01000476,Brent 026C,995.00 ,1171.00 
E01000477,Brent 026D,1251.00 ,432.00 
E01000630,Brent 026E,2917.00 ,427.00 
E01000595,Brent 027A,395.00 ,94.00 
E01000599,Brent 027D,604.00 ,570.00 
E01000600,Brent 027E,1499.00 ,355.00 
E01033456,Brent 027F,1062.00 ,114.00 
E01000545,Brent 028A,4181.00 ,2421.00 
E01000546,Brent 028B,3838.00 ,2975.00 
E01000547,Brent 028C,3650.00 ,2674.00 
E01000548,Brent 028D,4225.00 ,1474.00 
E01000549,Brent 028E,4554.00 ,3771.00 
E01000472,Brent 029A,2173.00 ,1342.00 
E01000473,Brent 029B,2099.00 ,742.00 
E01000475,Brent 029C,2485.00 ,1051.00 
E01000478,Brent 029D,1243.00 ,1065.00 
E01000632,Brent 029E,2265.00 ,1270.00 
E01000489,Brent 030A,3006.00 ,3424.00 
E01000491,Brent 030B,3658.00 ,3400.00 
E01000492,Brent 030C,2298.00 ,3856.00 
E01000493,Brent 030D,3136.00 ,3778.00 
E01000581,Brent 030E,3344.00 ,4086.00 
E01000523,Brent 031A,2124.00 ,387.00 
E01000524,Brent 031B,2189.00 ,113.00 
E01000525,Brent 031C,1258.00 ,312.00 
E01000533,Brent 031E,2113.00 ,448.00 
E01000535,Brent 031F,3227.00 ,1455.00 
E01033455,Brent 031G,300.00 ,242.00 
E01033485,Brent 031H,1600.00 ,237.00 
E01000579,Brent 032A,3279.00 ,2732.00 
E01000580,Brent 032B,4389.00 ,3860.00 
E01000582,Brent 032C,4236.00 ,4329.00 
E01000583,Brent 032D,4702.00 ,3520.00 
E01000586,Brent 032E,4631.00 ,1899.00 
E01000530,Brent 033A,3505.00 ,3246.00 
E01000531,Brent 033B,3540.00 ,1510.00 
E01000532,Brent 033C,3316.00 ,2463.00 
E01000534,Brent 033D,2946.00 ,2868.00 
E01000584,Brent 033E,3045.00 ,3471.00 
E01000585,Brent 033F,3522.00 ,3289.00 
E01000544,Brent 034A,2142.00 ,260.00 
E01000550,Brent 034B,3099.00 ,1069.00 
E01000551,Brent 034C,1715.00 ,111.00 
E01000552,Brent 034D,649.00 ,76.00 
E01000779,Bromley 001A,1446.00 ,2992.00 
E01000780,Bromley 001B,705.00 ,1919.00 
E01000781,Bromley 001C,54.00 ,817.00 
E01000782,Bromley 001D,49.00 ,365.00 
E01000783,Bromley 001E,70.00 ,618.00 
E01000785,Bromley 001F,208.00 ,1238.00 
E01000689,Bromley 002A,910.00 ,2502.00 
E01000690,Bromley 002B,1831.00 ,3899.00 
E01000691,Bromley 002C,1129.00 ,2660.00 
E01000692,Bromley 002D,2381.00 ,3482.00 
E01000784,Bromley 002E,1446.00 ,3312.00 
E01000799,Bromley 004A,2623.00 ,2506.00 
E01000802,Bromley 004B,3295.00 ,2531.00 
E01000803,Bromley 004C,3092.00 ,2748.00 
E01000804,Bromley 004D,2889.00 ,4002.00 
E01000805,Bromley 004E,2517.00 ,2386.00 
E01000740,Bromley 005A,2698.00 ,1706.00 
E01000741,Bromley 005B,3036.00 ,1765.00 
E01000742,Bromley 005C,3925.00 ,1917.00 
E01000745,Bromley 005D,3475.00 ,2390.00 
E01000746,Bromley 005E,3898.00 ,2697.00 
E01000709,Bromley 006A,2674.00 ,2886.00 
E01000710,Bromley 006B,3739.00 ,3676.00 
E01000711,Bromley 006C,3971.00 ,3613.00 
E01000714,Bromley 006D,4051.00 ,3342.00 
E01000718,Bromley 006E,2995.00 ,2034.00 
E01000645,Bromley 007A,2990.00 ,4669.00 
E01000649,Bromley 007B,3999.00 ,4420.00 
E01000694,Bromley 007C,3099.00 ,4556.00 
E01000695,Bromley 007D,2674.00 ,4356.00 
E01000696,Bromley 007E,3178.00 ,4593.00 
E01000697,Bromley 007F,3811.00 ,4398.00 
E01000674,Bromley 008A,2823.00 ,3020.00 
E01000676,Bromley 008B,3261.00 ,2452.00 
E01000820,Bromley 008C,2344.00 ,3202.00 
E01000822,Bromley 008D,2590.00 ,2978.00 
E01000823,Bromley 008E,3434.00 ,3714.00 
E01000824,Bromley 008F,1632.00 ,3004.00 
E01000825,Bromley 008G,2590.00 ,2859.00 
E01000743,Bromley 009A,1966.00 ,671.00 
E01000744,Bromley 009B,290.00 ,307.00 
E01000796,Bromley 009C,597.00 ,493.00 
E01000798,Bromley 009D,509.00 ,134.00 
E01000800,Bromley 009E,2231.00 ,1385.00 
E01000806,Bromley 009F,2066.00 ,1117.00 
E01000693,Bromley 010A,2163.00 ,4053.00 
E01000698,Bromley 010B,1436.00 ,4410.00 
E01000736,Bromley 010C,290.00 ,1797.00 
E01000737,Bromley 010D,234.00 ,1539.00 
E01000672,Bromley 011A,2674.00 ,3872.00 
E01000673,Bromley 011B,2689.00 ,3765.00 
E01000716,Bromley 011C,3178.00 ,4167.00 
E01000717,Bromley 011D,3475.00 ,3492.00 
E01000828,Bromley 011E,2910.00 ,3744.00 
E01000712,Bromley 012A,3787.00 ,3998.00 
E01000713,Bromley 012B,3807.00 ,3898.00 
E01000715,Bromley 012C,3711.00 ,3837.00 
E01000770,Bromley 012D,3148.00 ,4360.00 
E01000772,Bromley 012E,3025.00 ,4146.00 
E01000700,Bromley 013A,2538.00 ,2869.00 
E01000702,Bromley 013B,1930.00 ,3330.00 
E01000703,Bromley 013C,3324.00 ,3773.00 
E01000706,Bromley 013D,1129.00 ,2546.00 
E01000797,Bromley 013E,3362.00 ,3847.00 
E01000729,Bromley 014A,88.00 ,191.00 
E01000730,Bromley 014B,71.00 ,411.00 
E01000735,Bromley 014C,65.00 ,1231.00 
E01000738,Bromley 014D,355.00 ,2077.00 
E01000739,Bromley 014E,33.00 ,524.00 
E01000699,Bromley 015A,1917.00 ,2133.00 
E01000701,Bromley 015B,1682.00 ,3113.00 
E01000704,Bromley 015C,1340.00 ,2707.00 
E01000705,Bromley 015D,1536.00 ,2665.00 
E01000801,Bromley 015E,1331.00 ,2207.00 
E01000646,Bromley 016A,3117.00 ,3682.00 
E01000647,Bromley 016B,2197.00 ,3475.00 
E01000648,Bromley 016C,2814.00 ,3852.00 
E01000653,Bromley 016D,2837.00 ,4337.00 
E01000678,Bromley 016E,2844.00 ,3725.00 
E01000670,Bromley 018A,4208.00 ,4245.00 
E01000675,Bromley 018B,3236.00 ,3758.00 
E01000677,Bromley 018C,3378.00 ,3288.00 
E01000762,Bromley 018D,2932.00 ,3602.00 
E01000829,Bromley 018E,3143.00 ,3764.00 
E01000719,Bromley 019A,883.00 ,1413.00 
E01000720,Bromley 019B,395.00 ,771.00 
E01000721,Bromley 019C,8.00 ,287.00 
E01000724,Bromley 019D,219.00 ,533.00 
E01000728,Bromley 019E,254.00 ,1867.00 
E01000651,Bromley 020A,2652.00 ,3951.00 
E01000668,Bromley 020B,2245.00 ,2980.00 
E01000669,Bromley 020C,2236.00 ,2943.00 
E01000671,Bromley 020D,2698.00 ,2864.00 
E01000679,Bromley 020E,2009.00 ,3319.00 
E01000826,Bromley 021A,3055.00 ,4628.00 
E01000827,Bromley 021B,3158.00 ,3721.00 
E01000830,Bromley 021C,3136.00 ,4595.00 
E01000831,Bromley 021D,3505.00 ,3999.00 
E01000833,Bromley 021E,1715.00 ,4437.00 
E01000650,Bromley 022A,3739.00 ,4400.00 
E01000652,Bromley 022B,2223.00 ,3857.00 
E01000807,Bromley 022C,2323.00 ,4181.00 
E01000809,Bromley 022D,1622.00 ,3874.00 
E01000722,Bromley 023A,423.00 ,1943.00 
E01000725,Bromley 023B,696.00 ,1653.00 
E01000731,Bromley 023C,99.00 ,1599.00 
E01000732,Bromley 023D,1081.00 ,2797.00 
E01000733,Bromley 023E,465.00 ,2092.00 
E01000769,Bromley 024A,1293.00 ,3651.00 
E01000773,Bromley 024B,1911.00 ,3649.00 
E01000775,Bromley 024C,3236.00 ,4287.00 
E01000777,Bromley 024D,1419.00 ,3611.00 
E01000778,Bromley 024E,962.00 ,2678.00 
E01000808,Bromley 025A,2391.00 ,4237.00 
E01000810,Bromley 025B,2596.00 ,4462.00 
E01000811,Bromley 025C,1314.00 ,3738.00 
E01000813,Bromley 025D,1805.00 ,3739.00 
E01000815,Bromley 025E,2570.00 ,4580.00 
E01000661,Bromley 026A,276.00 ,862.00 
E01000662,Bromley 026B,1266.00 ,2446.00 
E01000663,Bromley 026C,954.00 ,2325.00 
E01000664,Bromley 026D,794.00 ,2340.00 
E01000763,Bromley 027A,1090.00 ,3957.00 
E01000764,Bromley 027B,1362.00 ,2999.00 
E01000766,Bromley 027C,2124.00 ,4255.00 
E01000767,Bromley 027D,2203.00 ,4098.00 
E01000834,Bromley 027E,901.00 ,4172.00 
E01000727,Bromley 028A,1156.00 ,2671.00 
E01000734,Bromley 028B,806.00 ,2988.00 
E01000790,Bromley 028C,3367.00 ,3122.00 
E01000812,Bromley 028D,2335.00 ,3596.00 
E01000814,Bromley 028E,2959.00 ,4590.00 
E01000723,Bromley 029A,99.00 ,2413.00 
E01000726,Bromley 029B,443.00 ,2746.00 
E01000787,Bromley 029C,316.00 ,2051.00 
E01000788,Bromley 029D,1053.00 ,2458.00 
E01000791,Bromley 029E,526.00 ,2786.00 
E01000832,Bromley 030A,1990.00 ,3901.00 
E01000835,Bromley 030B,1567.00 ,3604.00 
E01000836,Bromley 030C,1786.00 ,4095.00 
E01000837,Bromley 030D,1693.00 ,3324.00 
E01000838,Bromley 030E,1419.00 ,3826.00 
E01000839,Bromley 030F,2099.00 ,4311.00 
E01000840,Bromley 030G,2124.00 ,3801.00 
E01000841,Bromley 030H,2027.00 ,3950.00 
E01000753,Bromley 031A,2768.00 ,4159.00 
E01000754,Bromley 031B,1877.00 ,3255.00 
E01000755,Bromley 031C,1943.00 ,3929.00 
E01000757,Bromley 031D,2163.00 ,4283.00 
E01000758,Bromley 031E,2173.00 ,4105.00 
E01000786,Bromley 032A,1419.00 ,3407.00 
E01000789,Bromley 032B,88.00 ,265.00 
E01000792,Bromley 032C,336.00 ,2551.00 
E01000793,Bromley 032D,2485.00 ,4080.00 
E01000795,Bromley 032E,674.00 ,2810.00 
E01000665,Bromley 033A,1786.00 ,2922.00 
E01000666,Bromley 033B,2946.00 ,4332.00 
E01000667,Bromley 033C,1966.00 ,4459.00 
E01000756,Bromley 033D,1883.00 ,4385.00 
E01000759,Bromley 034A,1488.00 ,3883.00 
E01000760,Bromley 034B,1216.00 ,3381.00 
E01000761,Bromley 034C,1175.00 ,3626.00 
E01000765,Bromley 034D,2277.00 ,3809.00 
E01000768,Bromley 034E,2615.00 ,3913.00 
E01000681,Bromley 035A,2034.00 ,3820.00 
E01000682,Bromley 035B,1728.00 ,3608.00 
E01000683,Bromley 035C,2130.00 ,3094.00 
E01000684,Bromley 035D,3143.00 ,4208.00 
E01000794,Bromley 035E,2124.00 ,3887.00 
E01000749,Bromley 036A,1536.00 ,3371.00 
E01000750,Bromley 036B,344.00 ,1774.00 
E01000751,Bromley 036C,2652.00 ,3533.00 
E01000752,Bromley 036D,1463.00 ,3015.00 
E01000680,Bromley 037A,2517.00 ,4204.00 
E01000685,Bromley 037B,1314.00 ,2889.00 
E01000686,Bromley 037C,1866.00 ,3677.00 
E01000687,Bromley 037D,2020.00 ,3733.00 
E01000688,Bromley 037E,2106.00 ,4343.00 
E01000654,Bromley 039A,276.00 ,2944.00 
E01000655,Bromley 039B,283.00 ,2931.00 
E01000656,Bromley 039C,824.00 ,3447.00 
E01000657,Bromley 039D,806.00 ,2601.00 
E01000659,Bromley 039E,413.00 ,3055.00 
E01000816,Bromley 040A,1293.00 ,2693.00 
E01000818,Bromley 040B,1488.00 ,3395.00 
E01000819,Bromley 040C,1191.00 ,1638.00 
E01032562,Bromley 040D,344.00 ,593.00 
E01032563,Bromley 040E,2182.00 ,3936.00 
E01000707,Bromley 041A,2910.00 ,4318.00 
E01000708,Bromley 041B,2057.00 ,3360.00 
E01000771,Bromley 041C,2864.00 ,4071.00 
E01000774,Bromley 041D,1357.00 ,3546.00 
E01032568,Bromley 041E,772.00 ,1844.00 
E01000658,Bromley 042A,618.00 ,3011.00 
E01000747,Bromley 042B,1905.00 ,3358.00 
E01000748,Bromley 042C,1367.00 ,3645.00 
E01032570,Bromley 042D,1243.00 ,2986.00 
E01001137,Croydon 001A,3601.00 ,2328.00 
E01001138,Croydon 001B,3452.00 ,2925.00 
E01001156,Croydon 001C,2608.00 ,1659.00 
E01001162,Croydon 001D,2401.00 ,1527.00 
E01001164,Croydon 001E,4133.00 ,2381.00 
E01001084,Croydon 002A,3407.00 ,3600.00 
E01001157,Croydon 002B,2252.00 ,2585.00 
E01001159,Croydon 002C,2910.00 ,2501.00 
E01001160,Croydon 002D,2596.00 ,2728.00 
E01001163,Croydon 002E,3169.00 ,2354.00 
E01001083,Croydon 003A,2451.00 ,3121.00 
E01001086,Croydon 003B,2635.00 ,2345.00 
E01001087,Croydon 003C,3236.00 ,1499.00 
E01001161,Croydon 003D,786.00 ,305.00 
E01001085,Croydon 004A,2034.00 ,1612.00 
E01001088,Croydon 004B,1600.00 ,1696.00 
E01001089,Croydon 004C,1657.00 ,783.00 
E01001090,Croydon 004D,3320.00 ,1040.00 
E01001091,Croydon 004E,2538.00 ,3243.00 
E01001147,Croydon 005A,910.00 ,434.00 
E01001148,Croydon 005B,1578.00 ,1483.00 
E01001151,Croydon 005C,604.00 ,454.00 
E01001152,Croydon 005D,1474.00 ,701.00 
E01001158,Croydon 005E,1866.00 ,1524.00 
E01001146,Croydon 006A,1567.00 ,1447.00 
E01001149,Croydon 006B,1866.00 ,1801.00 
E01001150,Croydon 006C,2182.00 ,2363.00 
E01001153,Croydon 006D,1243.00 ,1492.00 
E01001154,Croydon 006E,1397.00 ,735.00 
E01001136,Croydon 007A,2216.00 ,457.00 
E01001139,Croydon 007B,2335.00 ,1772.00 
E01001140,Croydon 007C,2837.00 ,1739.00 
E01001142,Croydon 007D,2236.00 ,2621.00 
E01001144,Croydon 007E,1762.00 ,523.00 
E01001141,Croydon 008A,1028.00 ,1007.00 
E01001143,Croydon 008B,1819.00 ,944.00 
E01001145,Croydon 008C,856.00 ,91.00 
E01001191,Croydon 008D,2307.00 ,492.00 
E01001192,Croydon 008E,1430.00 ,872.00 
E01000994,Croydon 009A,1382.00 ,1414.00 
E01000995,Croydon 009B,1550.00 ,787.00 
E01000996,Croydon 009C,1116.00 ,1852.00 
E01000997,Croydon 009D,916.00 ,1320.00 
E01000999,Croydon 009E,954.00 ,1256.00 
E01001002,Croydon 009F,943.00 ,1348.00 
E01000998,Croydon 010A,1728.00 ,1015.00 
E01001000,Croydon 010B,1008.00 ,1396.00 
E01001003,Croydon 010C,1276.00 ,992.00 
E01001111,Croydon 010D,1141.00 ,1268.00 
E01001155,Croydon 010E,1053.00 ,175.00 
E01001174,Croydon 011A,1206.00 ,1404.00 
E01001175,Croydon 011B,883.00 ,1008.00 
E01001176,Croydon 011C,1930.00 ,1104.00 
E01001182,Croydon 011D,1331.00 ,1601.00 
E01001183,Croydon 011E,1362.00 ,846.00 
E01001184,Croydon 011F,864.00 ,1840.00 
E01001001,Croydon 013A,382.00 ,629.00 
E01001109,Croydon 013B,2286.00 ,413.00 
E01001112,Croydon 013C,1266.00 ,688.00 
E01001113,Croydon 013D,2286.00 ,836.00 
E01001114,Croydon 013E,366.00 ,345.00 
E01001116,Croydon 013F,705.00 ,903.00 
E01000992,Croydon 014A,1276.00 ,1006.00 
E01001185,Croydon 014B,1648.00 ,1564.00 
E01001186,Croydon 014C,2009.00 ,930.00 
E01001188,Croydon 014D,1642.00 ,939.00 
E01001193,Croydon 014E,839.00 ,807.00 
E01001004,Croydon 015A,2236.00 ,831.00 
E01001115,Croydon 015B,883.00 ,241.00 
E01001117,Croydon 015C,3678.00 ,818.00 
E01001178,Croydon 015D,597.00 ,44.00 
E01001181,Croydon 015E,1206.00 ,269.00 
E01001006,Croydon 016A,721.00 ,906.00 
E01001007,Croydon 016B,1216.00 ,984.00 
E01001177,Croydon 016C,895.00 ,606.00 
E01001179,Croydon 016D,1276.00 ,1425.00 
E01001180,Croydon 016E,1156.00 ,689.00 
E01000980,Croydon 017A,1419.00 ,2154.00 
E01000981,Croydon 017B,1749.00 ,2571.00 
E01000982,Croydon 017C,1957.00 ,1784.00 
E01000983,Croydon 017D,2182.00 ,2861.00 
E01001187,Croydon 017E,1990.00 ,1229.00 
E01000989,Croydon 018A,1314.00 ,3256.00 
E01000991,Croydon 018B,1768.00 ,3605.00 
E01001131,Croydon 018C,883.00 ,2296.00 
E01001132,Croydon 018D,1578.00 ,3427.00 
E01001134,Croydon 018E,2189.00 ,3180.00 
E01001005,Croydon 019A,1463.00 ,730.00 
E01001008,Croydon 019B,413.00 ,381.00 
E01001009,Croydon 019C,2034.00 ,1045.00 
E01001010,Croydon 019D,112.00 ,151.00 
E01001011,Croydon 019E,2034.00 ,430.00 
E01001012,Croydon 020A,2286.00 ,217.00 
E01001013,Croydon 020B,1303.00 ,41.00 
E01001048,Croydon 020C,3739.00 ,1591.00 
E01001110,Croydon 020D,2570.00 ,759.00 
E01001118,Croydon 020E,1402.00 ,247.00 
E01000985,Croydon 021A,1474.00 ,3356.00 
E01000986,Croydon 021B,3136.00 ,3459.00 
E01000987,Croydon 021C,1430.00 ,3325.00 
E01000993,Croydon 021D,1578.00 ,2651.00 
E01000975,Croydon 022A,3496.00 ,2554.00 
E01000976,Croydon 022B,2995.00 ,1235.00 
