Codes,Names,Population_Density, Census_Population_All Ages,house_price,Unemployment_Rate,Level_4_qualifications,Mean_Annual_Household_Income
E01000220,Barnet 037E,1600.00 ,3903.00 ,3967.00 ,1422.00 ,3045.00 ,2432.00 
E01000225,Barnet 037F,3572.00 ,3386.00 ,4129.00 ,949.00 ,2153.00 ,3958.00 
E01000135,Barnet 038A,3698.00 ,1518.00 ,4033.00 ,2007.00 ,3514.00 ,3842.00 
E01000136,Barnet 038B,4325.00 ,1223.00 ,4783.00 ,152.00 ,3807.00 ,4730.00 
E01000144,Barnet 038C,2332.00 ,1282.00 ,4672.00 ,1679.00 ,3876.00 ,3624.00 
E01000146,Barnet 038D,2471.00 ,2959.00 ,4069.00 ,2748.00 ,4033.00 ,2637.00 
E01000214,Barnet 038E,3705.00 ,2498.00 ,3873.00 ,792.00 ,4589.00 ,4271.00 
E01000141,Barnet 039A,3913.00 ,4517.00 ,1607.00 ,3041.00 ,3452.00 ,925.00 
E01000221,Barnet 039B,4102.00 ,158.00 ,250.00 ,4266.00 ,489.00 ,185.00 
E01000223,Barnet 039C,4367.00 ,145.00 ,2872.00 ,3237.00 ,658.00 ,582.00 
E01000307,Barnet 039D,4281.00 ,2423.00 ,2585.00 ,3046.00 ,1266.00 ,1153.00 
E01000138,Barnet 040A,3129.00 ,665.00 ,3993.00 ,2286.00 ,1775.00 ,1959.00 
E01000142,Barnet 040B,2350.00 ,4742.00 ,1135.00 ,2629.00 ,4121.00 ,1885.00 
E01000222,Barnet 040C,4088.00 ,1682.00 ,3560.00 ,3597.00 ,1558.00 ,1018.00 
E01000224,Barnet 040D,1722.00 ,1476.00 ,3900.00 ,3279.00 ,2089.00 ,1805.00 
E01000137,Barnet 041A,1009.00 ,3047.00 ,3274.00 ,3178.00 ,2167.00 ,840.00 
E01000139,Barnet 041B,3827.00 ,550.00 ,3206.00 ,2767.00 ,3016.00 ,3348.00 
E01000140,Barnet 041C,1464.00 ,2191.00 ,3920.00 ,2805.00 ,3629.00 ,2197.00 
E01000143,Barnet 041D,1966.00 ,706.00 ,1834.00 ,3380.00 ,1303.00 ,379.00 
E01000466,Bexley 001A,4783.00 ,2423.00 ,5.00 ,4632.00 ,1156.00 ,442.00 
E01000467,Bexley 001B,1922.00 ,2224.00 ,19.00 ,4308.00 ,1587.00 ,1080.00 
E01000468,Bexley 001C,3422.00 ,4815.00 ,314.00 ,3166.00 ,3501.00 ,1657.00 
E01000469,Bexley 001D,3959.00 ,2417.00 ,116.00 ,3862.00 ,1736.00 ,1435.00 
E01000416,Bexley 002A,2042.00 ,1359.00 ,308.00 ,3573.00 ,962.00 ,1106.00 
E01000418,Bexley 002B,4313.00 ,4145.00 ,346.00 ,2447.00 ,1657.00 ,1281.00 
E01000422,Bexley 002C,633.00 ,3047.00 ,#VALUE!,4750.00 ,995.00 ,57.00 
E01000464,Bexley 002D,1450.00 ,627.00 ,12.00 ,4307.00 ,566.00 ,154.00 
E01000465,Bexley 002E,3193.00 ,1324.00 ,3.00 ,4721.00 ,658.00 ,200.00 
E01000470,Bexley 002F,3874.00 ,627.00 ,25.00 ,4648.00 ,321.00 ,66.00 
E01000333,Bexley 003A,3402.00 ,2519.00 ,173.00 ,2522.00 ,355.00 ,1028.00 
E01000335,Bexley 003B,4732.00 ,3510.00 ,250.00 ,4086.00 ,901.00 ,704.00 
E01000336,Bexley 003C,2078.00 ,3970.00 ,29.00 ,3853.00 ,1276.00 ,371.00 
E01000337,Bexley 003D,3256.00 ,2408.00 ,173.00 ,2978.00 ,755.00 ,1646.00 
E01000338,Bexley 003E,1947.00 ,3211.00 ,361.00 ,1579.00 ,1251.00 ,1634.00 
E01000403,Bexley 004A,4459.00 ,4526.00 ,765.00 ,3494.00 ,1340.00 ,928.00 
E01000404,Bexley 004B,1885.00 ,4651.00 ,50.00 ,4040.00 ,2197.00 ,785.00 
E01000405,Bexley 004C,3991.00 ,481.00 ,204.00 ,3690.00 ,355.00 ,1358.00 
E01000408,Bexley 004D,4680.00 ,2244.00 ,222.00 ,3623.00 ,566.00 ,1096.00 
E01000332,Bexley 005A,3293.00 ,1198.00 ,122.00 ,1855.00 ,895.00 ,1846.00 
E01000402,Bexley 005B,3582.00 ,1264.00 ,1034.00 ,3021.00 ,558.00 ,1545.00 
E01000406,Bexley 005C,4118.00 ,2372.00 ,106.00 ,2266.00 ,716.00 ,1428.00 
E01000407,Bexley 005D,4134.00 ,835.00 ,258.00 ,1625.00 ,716.00 ,1841.00 
E01000334,Bexley 006A,3159.00 ,1977.00 ,1449.00 ,1349.00 ,465.00 ,2310.00 
E01000417,Bexley 006B,4544.00 ,2281.00 ,1931.00 ,2757.00 ,1123.00 ,1900.00 
E01000419,Bexley 006C,3143.00 ,714.00 ,1429.00 ,886.00 ,208.00 ,2675.00 
E01000420,Bexley 006D,3252.00 ,1406.00 ,1326.00 ,404.00 ,550.00 ,2788.00 
E01000442,Bexley 006E,3550.00 ,1990.00 ,1794.00 ,1079.00 ,208.00 ,2138.00 
E01000437,Bexley 007A,3169.00 ,217.00 ,1245.00 ,1650.00 ,138.00 ,2318.00 
E01000438,Bexley 007B,2123.00 ,1860.00 ,510.00 ,1661.00 ,402.00 ,1811.00 
E01000439,Bexley 007C,3048.00 ,348.00 ,549.00 ,1663.00 ,44.00 ,1138.00 
E01000440,Bexley 007D,2947.00 ,491.00 ,1704.00 ,550.00 ,183.00 ,2897.00 
E01000441,Bexley 007E,2889.00 ,1849.00 ,311.00 ,2710.00 ,249.00 ,1128.00 
E01000373,Bexley 008A,391.00 ,1614.00 ,87.00 ,4773.00 ,138.00 ,56.00 
E01000429,Bexley 008B,3565.00 ,2281.00 ,6.00 ,4604.00 ,618.00 ,236.00 
E01000430,Bexley 008C,4741.00 ,3433.00 ,361.00 ,3277.00 ,1728.00 ,1511.00 
E01000431,Bexley 008D,1469.00 ,2574.00 ,293.00 ,4755.00 ,465.00 ,194.00 
E01000432,Bexley 008E,4208.00 ,2589.00 ,323.00 ,3584.00 ,249.00 ,743.00 
E01000433,Bexley 008F,3577.00 ,3587.00 ,390.00 ,4327.00 ,336.00 ,268.00 
E01000434,Bexley 008G,4748.00 ,1706.00 ,106.00 ,4093.00 ,7.00 ,208.00 
E01000356,Bexley 009A,3559.00 ,1350.00 ,2048.00 ,382.00 ,495.00 ,3012.00 
E01000357,Bexley 009B,2385.00 ,698.00 ,2297.00 ,724.00 ,500.00 ,3663.00 
E01000359,Bexley 009C,2418.00 ,141.00 ,2048.00 ,699.00 ,550.00 ,3672.00 
E01000421,Bexley 009D,3385.00 ,855.00 ,2048.00 ,308.00 ,355.00 ,2834.00 
E01000450,Bexley 009E,2798.00 ,3707.00 ,1102.00 ,2331.00 ,618.00 ,1818.00 
E01000451,Bexley 009F,2500.00 ,2814.00 ,711.00 ,1484.00 ,558.00 ,2698.00 
E01000452,Bexley 009G,1703.00 ,544.00 ,1309.00 ,926.00 ,219.00 ,3005.00 
E01000367,Bexley 010A,3135.00 ,1623.00 ,476.00 ,4087.00 ,92.00 ,511.00 
E01000368,Bexley 010B,2919.00 ,1292.00 ,426.00 ,2585.00 ,49.00 ,812.00 
E01000372,Bexley 010C,2802.00 ,2666.00 ,510.00 ,3556.00 ,321.00 ,929.00 
E01000380,Bexley 010D,2740.00 ,690.00 ,20.00 ,1676.00 ,112.00 ,851.00 
E01000435,Bexley 010E,1984.00 ,469.00 ,272.00 ,3397.00 ,83.00 ,711.00 
E01000353,Bexley 011A,3749.00 ,2718.00 ,2615.00 ,214.00 ,916.00 ,3449.00 
E01000354,Bexley 011B,2444.00 ,1005.00 ,1148.00 ,1642.00 ,489.00 ,1884.00 
E01000355,Bexley 011C,4100.00 ,737.00 ,1677.00 ,371.00 ,366.00 ,2837.00 
E01000358,Bexley 011D,3437.00 ,1943.00 ,1605.00 ,655.00 ,716.00 ,3073.00 
E01000436,Bexley 011E,3281.00 ,2705.00 ,2048.00 ,585.00 ,721.00 ,3465.00 
E01000401,Bexley 013A,3202.00 ,2354.00 ,818.00 ,2133.00 ,254.00 ,1291.00 
E01000453,Bexley 013B,2539.00 ,787.00 ,1311.00 ,1034.00 ,143.00 ,2816.00 
E01000454,Bexley 013C,2444.00 ,1591.00 ,1034.00 ,1246.00 ,329.00 ,1555.00 
E01000455,Bexley 013D,3139.00 ,2856.00 ,1607.00 ,833.00 ,824.00 ,2893.00 
E01000456,Bexley 013E,1859.00 ,543.00 ,1245.00 ,736.00 ,243.00 ,2725.00 
E01000325,Bexley 014A,4000.00 ,1966.00 ,2340.00 ,1101.00 ,705.00 ,3598.00 
E01000326,Bexley 014B,3238.00 ,161.00 ,485.00 ,117.00 ,243.00 ,2590.00 
E01000369,Bexley 014C,3167.00 ,2053.00 ,1004.00 ,1792.00 ,434.00 ,2005.00 
E01000370,Bexley 014D,3667.00 ,1840.00 ,1499.00 ,777.00 ,864.00 ,2863.00 
E01000371,Bexley 014E,2835.00 ,1343.00 ,1027.00 ,631.00 ,604.00 ,2617.00 
E01000360,Bexley 015A,4150.00 ,2487.00 ,1102.00 ,1504.00 ,1436.00 ,2619.00 
E01000362,Bexley 015B,4016.00 ,855.00 ,671.00 ,1296.00 ,916.00 ,3077.00 
E01000365,Bexley 015C,3771.00 ,2647.00 ,764.00 ,1232.00 ,1166.00 ,2387.00 
E01000366,Bexley 015D,2897.00 ,1716.00 ,1595.00 ,1047.00 ,1382.00 ,3171.00 
E01000394,Bexley 015E,2913.00 ,704.00 ,1678.00 ,141.00 ,934.00 ,3120.00 
E01000388,Bexley 016A,4341.00 ,1214.00 ,1678.00 ,414.00 ,423.00 ,2772.00 
E01000392,Bexley 016B,2683.00 ,2344.00 ,1034.00 ,3728.00 ,538.00 ,976.00 
E01000409,Bexley 016C,2767.00 ,2372.00 ,1369.00 ,1229.00 ,366.00 ,2750.00 
E01000411,Bexley 016D,2235.00 ,440.00 ,1600.00 ,1215.00 ,156.00 ,2431.00 
E01000414,Bexley 016E,3437.00 ,2882.00 ,677.00 ,2603.00 ,875.00 ,1832.00 
E01000415,Bexley 016F,2789.00 ,956.00 ,2798.00 ,1069.00 ,618.00 ,3383.00 
E01000327,Bexley 017A,4004.00 ,1331.00 ,2354.00 ,446.00 ,604.00 ,3494.00 
E01000328,Bexley 017B,4364.00 ,835.00 ,2004.00 ,1676.00 ,376.00 ,2857.00 
E01000329,Bexley 017C,4247.00 ,200.00 ,1449.00 ,2358.00 ,366.00 ,2031.00 
E01000330,Bexley 017D,3078.00 ,1338.00 ,810.00 ,2163.00 ,649.00 ,1737.00 
E01000331,Bexley 017E,4344.00 ,2174.00 ,1369.00 ,2657.00 ,234.00 ,1239.00 
E01000340,Bexley 018A,2850.00 ,983.00 ,1410.00 ,653.00 ,382.00 ,2048.00 
E01000395,Bexley 018B,3633.00 ,544.00 ,2862.00 ,668.00 ,514.00 ,3365.00 
E01000396,Bexley 018C,2658.00 ,445.00 ,1678.00 ,483.00 ,514.00 ,3010.00 
E01000410,Bexley 018D,3233.00 ,1557.00 ,1234.00 ,1657.00 ,509.00 ,2735.00 
E01000412,Bexley 018E,3000.00 ,2647.00 ,1369.00 ,841.00 ,839.00 ,2836.00 
E01000413,Bexley 018F,2474.00 ,170.00 ,1140.00 ,1829.00 ,83.00 ,2050.00 
E01000374,Bexley 019A,4541.00 ,1233.00 ,394.00 ,4150.00 ,17.00 ,279.00 
E01000375,Bexley 019B,4120.00 ,814.00 ,435.00 ,3015.00 ,230.00 ,1464.00 
E01000376,Bexley 019C,4376.00 ,1311.00 ,678.00 ,1643.00 ,222.00 ,1830.00 
E01000377,Bexley 019D,4126.00 ,521.00 ,195.00 ,1013.00 ,597.00 ,2393.00 
E01000378,Bexley 019E,4711.00 ,4548.00 ,631.00 ,1338.00 ,1446.00 ,1853.00 
E01000379,Bexley 019F,3655.00 ,2666.00 ,789.00 ,2174.00 ,566.00 ,2007.00 
E01000348,Bexley 020A,3424.00 ,846.00 ,3212.00 ,510.00 ,864.00 ,3956.00 
E01000349,Bexley 020B,3722.00 ,2457.00 ,2048.00 ,626.00 ,1293.00 ,3599.00 
E01000361,Bexley 020C,3359.00 ,1306.00 ,1245.00 ,1802.00 ,742.00 ,2946.00 
E01000363,Bexley 020D,4096.00 ,614.00 ,2048.00 ,783.00 ,962.00 ,3434.00 
E01000389,Bexley 020E,4157.00 ,2372.00 ,2504.00 ,946.00 ,1536.00 ,3050.00 
E01000390,Bexley 020F,4368.00 ,149.00 ,1004.00 ,712.00 ,308.00 ,3068.00 
E01000393,Bexley 020G,3268.00 ,1672.00 ,1311.00 ,1152.00 ,856.00 ,2647.00 
E01000346,Bexley 021A,3811.00 ,2100.00 ,885.00 ,262.00 ,376.00 ,2822.00 
E01000347,Bexley 021B,2311.00 ,876.00 ,1034.00 ,1054.00 ,21.00 ,1936.00 
E01000350,Bexley 021C,3199.00 ,979.00 ,2737.00 ,636.00 ,434.00 ,3069.00 
E01000352,Bexley 021D,3792.00 ,1623.00 ,350.00 ,932.00 ,303.00 ,2210.00 
E01000391,Bexley 021E,4221.00 ,2891.00 ,985.00 ,1511.00 ,336.00 ,1931.00 
E01000341,Bexley 022A,2964.00 ,908.00 ,1102.00 ,601.00 ,208.00 ,2747.00 
E01000342,Bexley 022B,2650.00 ,1813.00 ,1148.00 ,714.00 ,456.00 ,2630.00 
E01000343,Bexley 022C,3513.00 ,1251.00 ,1853.00 ,1470.00 ,249.00 ,2771.00 
E01000345,Bexley 022D,2488.00 ,303.00 ,1790.00 ,56.00 ,290.00 ,3437.00 
E01000460,Bexley 022E,4315.00 ,298.00 ,3485.00 ,500.00 ,1357.00 ,4296.00 
E01000364,Bexley 023A,4135.00 ,1639.00 ,3295.00 ,459.00 ,1062.00 ,2994.00 
E01000444,Bexley 023B,4728.00 ,2256.00 ,3530.00 ,846.00 ,1877.00 ,4222.00 
E01000447,Bexley 023C,4649.00 ,1251.00 ,2504.00 ,1045.00 ,1578.00 ,3271.00 
E01000448,Bexley 023D,4196.00 ,256.00 ,3752.00 ,534.00 ,1314.00 ,4267.00 
E01000449,Bexley 023E,4200.00 ,940.00 ,2923.00 ,212.00 ,2057.00 ,4122.00 
E01000351,Bexley 024A,3585.00 ,1725.00 ,1977.00 ,737.00 ,451.00 ,2846.00 
E01000443,Bexley 024B,3245.00 ,138.00 ,1499.00 ,1632.00 ,143.00 ,2336.00 
E01000445,Bexley 024C,4420.00 ,2304.00 ,2791.00 ,384.00 ,1123.00 ,3576.00 
E01000446,Bexley 024D,3309.00 ,1591.00 ,1148.00 ,175.00 ,618.00 ,3003.00 
E01000461,Bexley 024E,4352.00 ,2487.00 ,3423.00 ,204.00 ,1357.00 ,3699.00 
E01000339,Bexley 025A,3079.00 ,1206.00 ,2354.00 ,1548.00 ,482.00 ,2532.00 
E01000344,Bexley 025B,2763.00 ,1954.00 ,1908.00 ,408.00 ,716.00 ,3063.00 
E01000423,Bexley 025C,3338.00 ,2269.00 ,2933.00 ,438.00 ,1436.00 ,3724.00 
E01000425,Bexley 025D,3895.00 ,3224.00 ,3021.00 ,1134.00 ,1251.00 ,3757.00 
E01000463,Bexley 025E,2899.00 ,120.00 ,2427.00 ,558.00 ,500.00 ,3450.00 
E01000424,Bexley 026A,3984.00 ,2773.00 ,930.00 ,624.00 ,2748.00 ,3735.00 
E01000426,Bexley 026B,3092.00 ,2610.00 ,1349.00 ,1308.00 ,1558.00 ,3193.00 
E01000427,Bexley 026C,4066.00 ,4123.00 ,1034.00 ,1738.00 ,1768.00 ,2188.00 
E01000457,Bexley 026D,3465.00 ,3441.00 ,361.00 ,1445.00 ,2113.00 ,2519.00 
E01000462,Bexley 026E,4212.00 ,2323.00 ,602.00 ,577.00 ,1028.00 ,2273.00 
E01000382,Bexley 027A,4412.00 ,1159.00 ,3214.00 ,445.00 ,1367.00 ,3665.00 
E01000384,Bexley 027B,3485.00 ,3005.00 ,741.00 ,1792.00 ,1536.00 ,2513.00 
E01000387,Bexley 027C,3550.00 ,1251.00 ,2048.00 ,1188.00 ,883.00 ,2761.00 
E01000428,Bexley 027D,4615.00 ,3224.00 ,895.00 ,1919.00 ,1883.00 ,1708.00 
E01000458,Bexley 027E,3756.00 ,721.00 ,2746.00 ,352.00 ,1943.00 ,3867.00 
E01000459,Bexley 027F,3565.00 ,2726.00 ,810.00 ,1639.00 ,1749.00 ,2568.00 
E01000381,Bexley 028A,4774.00 ,1849.00 ,643.00 ,925.00 ,500.00 ,1613.00 
E01000383,Bexley 028B,4796.00 ,1005.00 ,2468.00 ,1368.00 ,755.00 ,2550.00 
E01000385,Bexley 028C,4430.00 ,3883.00 ,643.00 ,3504.00 ,584.00 ,639.00 
E01000386,Bexley 028D,4378.00 ,698.00 ,390.00 ,4225.00 ,79.00 ,415.00 
E01000398,Bexley 029A,2867.00 ,1860.00 ,789.00 ,3191.00 ,148.00 ,1378.00 
E01000399,Bexley 029B,3407.00 ,1430.00 ,1728.00 ,1648.00 ,500.00 ,2481.00 
E01000400,Bexley 029C,3327.00 ,1359.00 ,1309.00 ,1454.00 ,336.00 ,2025.00 
E01032566,Bexley 029D,4380.00 ,2701.00 ,361.00 ,3427.00 ,566.00 ,1329.00 
E01000587,Brent 001A,2329.00 ,2882.00 ,3321.00 ,2181.00 ,1657.00 ,2456.00 
E01000589,Brent 001B,3403.00 ,4123.00 ,3090.00 ,1252.00 ,2502.00 ,2338.00 
E01000590,Brent 001C,3176.00 ,3485.00 ,3252.00 ,1828.00 ,2559.00 ,2632.00 
E01000592,Brent 001D,2329.00 ,2100.00 ,3722.00 ,2481.00 ,1911.00 ,2372.00 
E01000593,Brent 001E,2075.00 ,4568.00 ,2842.00 ,2513.00 ,2895.00 ,2150.00 
E01000594,Brent 001F,2963.00 ,2811.00 ,1728.00 ,2399.00 ,2182.00 ,1975.00 
E01000513,Brent 002A,1837.00 ,2773.00 ,3272.00 ,1476.00 ,1528.00 ,2700.00 
E01000514,Brent 002B,1665.00 ,1064.00 ,2504.00 ,1740.00 ,1389.00 ,2400.00 
E01000516,Brent 002C,3005.00 ,2872.00 ,2618.00 ,1934.00 ,1409.00 ,1799.00 
E01000520,Brent 002D,2961.00 ,2256.00 ,665.00 ,3102.00 ,1728.00 ,1710.00 
E01000588,Brent 002E,3821.00 ,4623.00 ,2905.00 ,3161.00 ,2286.00 ,1141.00 
E01000515,Brent 003A,3971.00 ,2832.00 ,678.00 ,4126.00 ,1367.00 ,800.00 
E01000517,Brent 003B,2803.00 ,1954.00 ,3889.00 ,1708.00 ,2508.00 ,3196.00 
E01000543,Brent 003E,2306.00 ,1825.00 ,3165.00 ,2903.00 ,2615.00 ,2712.00 
E01000591,Brent 003F,3642.00 ,4475.00 ,2842.00 ,2362.00 ,3029.00 ,1468.00 
E01033463,Brent 003G,4095.00 ,4830.00 ,3321.00 ,2792.00 ,4140.00 ,3070.00 
E01000536,Brent 004A,3724.00 ,1601.00 ,4349.00 ,2242.00 ,3257.00 ,4070.00 
E01000538,Brent 004B,4027.00 ,1682.00 ,4317.00 ,1127.00 ,3016.00 ,4331.00 
E01000539,Brent 004C,3348.00 ,1311.00 ,3766.00 ,1707.00 ,3013.00 ,3790.00 
E01000540,Brent 004D,3940.00 ,943.00 ,2872.00 ,1939.00 ,3210.00 ,4180.00 
E01000541,Brent 004E,2970.00 ,469.00 ,3214.00 ,871.00 ,2417.00 ,3272.00 
E01000518,Brent 005A,4278.00 ,2487.00 ,3309.00 ,3226.00 ,1389.00 ,1876.00 
E01000519,Brent 005B,4535.00 ,4092.00 ,2625.00 ,2751.00 ,2231.00 ,1355.00 
E01000623,Brent 005C,2240.00 ,3356.00 ,3821.00 ,2884.00 ,1728.00 ,2497.00 
E01000624,Brent 005D,3143.00 ,2746.00 ,2929.00 ,1836.00 ,1507.00 ,1881.00 
E01000629,Brent 005E,2123.00 ,4066.00 ,2852.00 ,2356.00 ,1668.00 ,1567.00 
E01000480,Brent 006A,3466.00 ,3197.00 ,4102.00 ,1556.00 ,3403.00 ,4016.00 
E01000484,Brent 006B,3579.00 ,93.00 ,1836.00 ,3739.00 ,413.00 ,894.00 
E01000485,Brent 006C,2024.00 ,369.00 ,2427.00 ,2518.00 ,1081.00 ,1587.00 
E01000486,Brent 006D,4543.00 ,2832.00 ,3577.00 ,2672.00 ,2959.00 ,3332.00 
E01000487,Brent 006E,3548.00 ,3984.00 ,2860.00 ,2622.00 ,3295.00 ,2369.00 
E01000572,Brent 007A,2616.00 ,846.00 ,3689.00 ,2513.00 ,2391.00 ,3430.00 
E01000573,Brent 007B,2895.00 ,1825.00 ,3165.00 ,1928.00 ,2189.00 ,2985.00 
E01000574,Brent 007C,2679.00 ,303.00 ,2661.00 ,2109.00 ,1831.00 ,3186.00 
E01000575,Brent 007D,3202.00 ,3840.00 ,3090.00 ,2003.00 ,3169.00 ,2984.00 
E01000577,Brent 007E,3799.00 ,4754.00 ,895.00 ,3470.00 ,2917.00 ,691.00 
E01000562,Brent 008A,3584.00 ,1373.00 ,4349.00 ,924.00 ,3128.00 ,4154.00 
E01000563,Brent 008B,3937.00 ,835.00 ,4274.00 ,1863.00 ,2711.00 ,3907.00 
E01000566,Brent 008C,2518.00 ,1251.00 ,3597.00 ,2555.00 ,2277.00 ,3409.00 
E01000568,Brent 008D,4580.00 ,4666.00 ,2872.00 ,429.00 ,4691.00 ,3781.00 
E01000569,Brent 008E,3949.00 ,1535.00 ,3653.00 ,961.00 ,2837.00 ,3865.00 
E01000479,Brent 009A,3597.00 ,2457.00 ,4382.00 ,1978.00 ,2988.00 ,3884.00 
E01000481,Brent 009B,3070.00 ,1282.00 ,1148.00 ,4066.00 ,2467.00 ,1347.00 
E01000482,Brent 009C,3778.00 ,4828.00 ,1830.00 ,3659.00 ,3607.00 ,516.00 
E01000483,Brent 009D,2752.00 ,3172.00 ,510.00 ,4541.00 ,1197.00 ,293.00 
E01000625,Brent 009E,3184.00 ,998.00 ,2048.00 ,2597.00 ,1331.00 ,2260.00 
E01000498,Brent 010B,3350.00 ,2666.00 ,2936.00 ,3689.00 ,489.00 ,561.00 
E01000622,Brent 010D,4458.00 ,1716.00 ,170.00 ,3743.00 ,962.00 ,661.00 
E01000626,Brent 010E,2481.00 ,973.00 ,2331.00 ,4629.00 ,174.00 ,204.00 
E01033464,Brent 010F,2941.00 ,4832.00 ,2915.00 ,3864.00 ,2440.00 ,660.00 
E01000497,Brent 011A,3500.00 ,3245.00 ,2872.00 ,3534.00 ,1842.00 ,1514.00 
E01000499,Brent 011B,4335.00 ,3078.00 ,3248.00 ,3830.00 ,1197.00 ,648.00 
E01000501,Brent 011C,1723.00 ,3916.00 ,1469.00 ,4104.00 ,1409.00 ,588.00 
E01000502,Brent 011D,3948.00 ,422.00 ,1728.00 ,2923.00 ,762.00 ,1529.00 
E01000503,Brent 011E,4056.00 ,4244.00 ,3847.00 ,3008.00 ,2203.00 ,1551.00 
E01000570,Brent 012A,1201.00 ,1652.00 ,2661.00 ,3446.00 ,1258.00 ,842.00 
E01000571,Brent 012B,3830.00 ,2872.00 ,3903.00 ,3148.00 ,2552.00 ,2890.00 
E01000576,Brent 012C,3414.00 ,2465.00 ,3485.00 ,1558.00 ,2844.00 ,3067.00 
E01000578,Brent 012D,3694.00 ,3648.00 ,1963.00 ,2639.00 ,3227.00 ,2218.00 
E01000564,Brent 013A,2403.00 ,1577.00 ,1728.00 ,2258.00 ,1749.00 ,2065.00 
E01000565,Brent 013B,2156.00 ,794.00 ,3423.00 ,3841.00 ,2223.00 ,2762.00 
E01000607,Brent 013C,2309.00 ,4644.00 ,2294.00 ,2377.00 ,3117.00 ,2115.00 
E01000608,Brent 013D,4391.00 ,4669.00 ,2414.00 ,2420.00 ,3460.00 ,1301.00 
E01000613,Brent 013E,2639.00 ,2589.00 ,1499.00 ,2633.00 ,2596.00 ,1547.00 
E01000506,Brent 014A,3433.00 ,2563.00 ,1607.00 ,4221.00 ,1515.00 ,274.00 
E01000509,Brent 014B,1138.00 ,685.00 ,3188.00 ,3624.00 ,658.00 ,734.00 
E01000510,Brent 014C,1998.00 ,2589.00 ,1490.00 ,2524.00 ,1166.00 ,980.00 
E01000511,Brent 014D,1847.00 ,2166.00 ,4061.00 ,3195.00 ,1612.00 ,1512.00 
E01000627,Brent 014E,2681.00 ,4018.00 ,1989.00 ,4195.00 ,981.00 ,331.00 
E01000628,Brent 014F,3835.00 ,3991.00 ,3423.00 ,4039.00 ,1600.00 ,502.00 
E01000553,Brent 015A,1387.00 ,4512.00 ,2661.00 ,2741.00 ,2981.00 ,1049.00 
E01000554,Brent 015B,2631.00 ,3848.00 ,2746.00 ,2559.00 ,2780.00 ,1341.00 
E01000555,Brent 015C,2474.00 ,950.00 ,4519.00 ,1747.00 ,3111.00 ,3808.00 
E01000556,Brent 015D,522.00 ,3894.00 ,2872.00 ,3760.00 ,3025.00 ,573.00 
E01000557,Brent 015E,893.00 ,3866.00 ,2352.00 ,2538.00 ,3941.00 ,2029.00 
E01000558,Brent 015F,1953.00 ,1031.00 ,4431.00 ,2978.00 ,3561.00 ,3544.00 
E01000567,Brent 016A,2464.00 ,380.00 ,1297.00 ,2400.00 ,2009.00 ,2756.00 
E01000606,Brent 016B,2889.00 ,2899.00 ,2297.00 ,1622.00 ,1550.00 ,1345.00 
E01000609,Brent 016C,3019.00 ,4481.00 ,2354.00 ,2607.00 ,2608.00 ,1437.00 
E01000611,Brent 016D,1012.00 ,500.00 ,2282.00 ,3449.00 ,1762.00 ,1156.00 
E01000615,Brent 017B,4487.00 ,1896.00 ,106.00 ,2948.00 ,1943.00 ,1390.00 
E01000617,Brent 017C,3216.00 ,3205.00 ,2338.00 ,2423.00 ,1966.00 ,1234.00 
E01000618,Brent 017D,2112.00 ,2281.00 ,2720.00 ,2925.00 ,1389.00 ,1162.00 
E01000619,Brent 017E,2583.00 ,2401.00 ,2427.00 ,2397.00 ,1474.00 ,1443.00 
E01033424,Brent 017F,4119.00 ,1031.00 ,1728.00 ,4766.00 ,2674.00 ,1362.00 
E01033457,Brent 017G,2063.00 ,2922.00 ,3602.00 ,1465.00 ,3552.00 ,2650.00 
E01000504,Brent 018A,1444.00 ,2625.00 ,3209.00 ,1479.00 ,3416.00 ,2791.00 
E01000505,Brent 018B,1659.00 ,2465.00 ,4393.00 ,3471.00 ,2391.00 ,2435.00 
E01000507,Brent 018C,2828.00 ,2224.00 ,3689.00 ,2993.00 ,2545.00 ,2429.00 
E01000512,Brent 018D,1582.00 ,2832.00 ,4188.00 ,2486.00 ,3350.00 ,2877.00 
E01000559,Brent 018E,822.00 ,500.00 ,3162.00 ,2698.00 ,3354.00 ,2981.00 
E01000610,Brent 019A,3363.00 ,4137.00 ,561.00 ,2682.00 ,2492.00 ,1582.00 
E01000612,Brent 019B,3089.00 ,2401.00 ,1499.00 ,1913.00 ,1957.00 ,1299.00 
E01000631,Brent 019C,3059.00 ,3951.00 ,2340.00 ,1734.00 ,2596.00 ,1727.00 
E01000633,Brent 019D,1788.00 ,4253.00 ,2992.00 ,2511.00 ,2748.00 ,891.00 
E01000634,Brent 019E,1853.00 ,4723.00 ,1548.00 ,2966.00 ,2787.00 ,868.00 
E01000616,Brent 020A,1898.00 ,3190.00 ,1821.00 ,2577.00 ,2508.00 ,1275.00 
E01000620,Brent 020B,4147.00 ,2948.00 ,2625.00 ,2502.00 ,1744.00 ,1311.00 
E01000621,Brent 020C,2586.00 ,3409.00 ,2462.00 ,2614.00 ,1587.00 ,1208.00 
E01000635,Brent 020D,2850.00 ,4752.00 ,1853.00 ,3422.00 ,3316.00 ,624.00 
E01000636,Brent 020E,2579.00 ,3386.00 ,2006.00 ,2441.00 ,1715.00 ,899.00 
