lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01000431,Bexley 008D,1601,6602,1407,1808,1607,2507,31,708,6905,306,402,22,7,3005,7705,2205,5704,5,8,3,205,106,2,2908,609,1003,2308,5303,11,9706,204,109,1106,4005,46,165000,2905,17,1409,108,905,2001,701,709,808,8,8303,81,1303,507,4508,4007,1105,106,4,7,201,22655
E01000432,Bexley 008E,905,5806,4601,2006,2603,1606,2702,904,7507,205,402,1507,109,2403,8301,1609,6308,2,102,1,207,5,3,2406,606,2306,3509,2801,1003,9707,203,204,4203,42,1303,167500,3101,1805,1506,206,808,1702,603,305,1001,901,8008,7707,1507,606,3005,4602,1809,308,6,1,304,25732
E01000433,Bexley 008F,12,62,3101,1801,2101,2205,2902,902,7305,306,303,1901,4,2605,8305,1605,58,6,102,1,301,1,4,2905,701,1607,2904,4105,1102,9804,106,502,2803,2004,4602,171500,3205,1704,1601,301,8,1705,504,504,708,908,8204,8101,13,509,3706,4507,1209,206,101,8,302,23290
E01000434,Bexley 008G,1101,6009,15408,2205,1708,2602,2705,6,8204,203,3,1107,6,1706,8604,1306,5705,4,9,1,108,6,3,3203,601,909,2103,6007,702,9902,8,305,1905,5602,2008,145000,3009,2101,17,204,10,1106,7,407,10,1002,7909,7708,1502,701,3904,4405,1404,103,3,8,307,22769
E01000356,Bexley 009A,303,5701,3009,1802,4207,8,2206,806,84,1,1104,301,5,16,8604,1306,6507,7,201,1,6,306,5,1901,706,5303,3502,1,904,9707,203,407,8504,3,7,250000,2705,1506,1505,606,1005,1809,505,203,906,1005,7909,7904,1402,604,1805,4809,2402,601,204,103,309,37671
E01000357,Bexley 009B,309,6308,2002,34,3707,708,1309,606,8402,104,10,3,105,1508,8907,1003,6207,7,208,0,305,203,3,1906,801,4206,51,104,407,9804,106,104,9702,6,8,259000,1706,1808,2105,503,1104,22,304,308,304,6,9007,9002,704,204,1009,4401,3202,1002,207,105,207,44419
E01000359,Bexley 009C,309,62,2004,2606,4008,802,1907,407,8407,206,803,403,2,1503,8802,1108,68,2,104,1,8,304,2,1904,604,4605,4603,8,505,9804,106,208,9003,108,5,250000,1902,1701,1802,501,1105,2406,403,309,408,807,8606,8405,1207,207,1405,4501,3005,708,2,104,201,44530
E01000421,Bexley 009D,302,5708,2809,2107,3908,608,2602,505,8705,9,803,108,105,1205,91,9,6509,4,109,0,7,407,2,1801,802,5702,39,5,207,9802,108,303,9205,304,8,250000,2409,1409,1805,508,1102,1808,508,302,1003,1101,7805,7704,1601,605,2006,41,2905,7,2,103,2,36415
E01000450,Bexley 009E,607,6105,2209,2802,2709,11,2202,1007,82,201,609,801,9,18,88,12,5905,8,201,1,3,9,1,2609,606,2905,4206,1902,607,9803,107,207,7305,702,1606,212500,2305,19,1901,304,1007,1902,501,309,709,802,8309,8203,1204,503,1904,4208,2801,801,107,103,2,30232
E01000451,Bexley 009F,502,6506,2008,2707,3405,1103,1905,701,8302,104,709,701,4,1608,8905,1005,6106,8,201,0,102,208,2,2307,705,3405,5708,106,505,9801,109,109,9207,205,208,191000,21,1904,2004,402,1108,1902,401,4,501,705,8704,8602,1004,304,1403,4502,3204,601,109,104,203,35591
E01000452,Bexley 009G,403,65,1509,3203,3201,1107,1706,603,8105,207,907,401,2,1805,8907,1003,6001,1,109,1,303,5,1,2401,505,3301,5904,108,404,9806,104,108,9406,106,2,221250,1709,19,2004,403,1309,1903,502,401,406,703,8801,8804,9,206,1003,4204,3606,801,206,105,106,37629
E01000367,Bexley 010A,1101,6405,2602,1907,2803,1602,2809,609,8103,109,502,1104,3,1807,8606,1304,5807,6,1,1,205,109,3,2604,804,2505,3009,3102,701,9608,302,206,5409,2508,1608,177000,3001,1805,19,208,906,1405,505,308,11,9,7909,7708,1405,707,3106,4401,1803,408,102,1,109,24815
E01000368,Bexley 010B,702,6208,2308,2003,2107,2303,2702,706,8301,204,402,10,3,1609,8804,1106,5404,1,102,0,3,5,3,3307,608,16,34,4103,606,9901,9,101,5907,1407,2405,173248,3005,2109,1501,301,1005,1405,405,309,803,1009,8008,7906,14,604,2806,4807,1802,3,104,1,107,26041
E01000372,Bexley 010C,904,6109,2209,2201,2608,18,2304,906,7704,105,806,1106,8,2206,8506,1404,5803,3,107,1,208,309,4,2504,701,2208,3504,3402,509,9709,201,508,6805,801,1707,180000,2804,1805,1501,303,11,1705,603,401,908,903,81,7809,1203,808,2902,4103,2206,409,2,101,2,26474
E01000380,Bexley 010D,505,6403,2205,1209,2407,1105,4807,202,9009,1,202,506,3,901,9201,709,63,1,1,0,105,1,4,2705,604,1201,2801,4108,1006,9806,104,103,3106,1608,5003,116000,3305,1702,1707,302,807,1507,402,306,908,1008,7904,7609,17,601,3207,4805,1409,302,7,9,202,26185
E01000435,Bexley 010E,901,6104,1705,1703,28,1809,3105,404,7806,301,3,15,4,2104,8501,1409,5706,1,3,0,408,8,3,2902,7,2408,33,30,1102,9902,8,202,4109,1508,4002,162500,2807,2102,1509,307,1001,1604,401,402,807,902,8201,8006,1207,608,3407,4209,1704,304,107,9,207,25604
E01000353,Bexley 011A,209,6005,3308,2303,4502,404,21,602,9003,108,5,204,5,907,9109,801,6707,0,102,0,5,301,2,1904,709,5507,4008,9,108,9903,7,1605,7306,904,4,280500,2203,1508,1805,505,1201,21,408,3,702,1102,8106,8007,1409,404,1303,4307,3008,1001,201,104,201,41962
E01000354,Bexley 011B,505,6401,2005,2203,2907,1306,2902,501,8409,204,805,309,3,1501,89,11,5702,9,107,1,105,202,3,2906,605,3003,4001,22,604,99,1,209,5205,2204,2203,215000,2302,1805,1706,406,1105,2003,404,209,8,902,8208,82,13,5,2409,4604,2107,501,109,101,209,30548
E01000355,Bexley 011C,303,6005,4201,1904,3908,805,2608,505,9003,101,404,306,6,907,9103,807,6405,5,107,1,102,1,0,22,9,5207,4108,1,304,99,1,12,7001,17,1,237498,2806,1409,1605,502,1107,1805,406,307,1005,908,7907,7905,1407,508,1904,4209,2805,702,2,103,107,36429
E01000358,Bexley 011D,308,6309,2905,2003,3607,1002,2407,8,8809,102,701,204,3,1101,90,10,6502,6,104,1,102,102,2,2102,808,4607,4008,204,806,9606,304,308,5109,1609,2704,234500,21,1706,1706,508,1207,2005,409,301,605,801,8503,8308,1202,4,1605,4607,2708,707,102,103,302,38160
E01000436,Bexley 011E,307,6208,2707,2801,4208,708,1508,505,8707,106,8,204,3,1203,92,8,70,0,209,2,104,208,0,1707,5,4504,46,108,607,9801,109,204,9202,109,305,250000,1905,1809,1905,5,1107,2001,503,304,508,8,8602,8408,11,402,1109,4106,3508,806,201,105,206,42048
E01000401,Bexley 013A,603,6005,27,1802,2706,1501,3001,809,82,201,806,609,5,18,8509,1401,5907,101,108,0,304,1,3,2604,702,2403,3704,2201,1403,9608,302,204,5608,2104,1903,198000,34,1505,16,209,906,1604,506,408,1104,909,7807,7702,15,708,3003,4507,1802,502,6,1,301,27926
E01000453,Bexley 013B,404,6407,21,2709,3704,9,1702,806,8502,203,702,407,6,1408,8905,1005,6501,5,2,1,109,304,1,2103,506,3706,5308,1,608,9703,207,107,8808,304,601,221500,2006,2004,1807,405,1304,17,504,307,5,706,8704,8601,1103,206,1009,4408,3401,708,203,105,107,36287
E01000454,Bexley 013C,408,6306,2005,2105,3006,11,2807,803,8209,109,1004,303,105,1701,8608,1302,6203,8,404,0,202,108,4,2102,607,28,4504,1806,605,9705,205,104,4808,3107,1802,210000,2808,1804,1402,405,1006,1709,505,402,808,10,8102,7804,1504,602,2408,4501,2302,405,204,101,208,28963
E01000455,Bexley 013D,401,6401,2603,2706,3504,808,1807,906,8002,102,1301,403,101,1908,8601,1309,62,102,402,0,205,301,2,1905,703,4107,4709,103,706,9707,203,108,89,503,309,235000,21,2004,1702,401,1106,2103,403,409,607,606,8607,8503,1003,404,1407,4808,2701,606,208,103,207,36865
E01000456,Bexley 013E,309,6606,1609,3403,3509,909,1402,507,8407,104,808,4,101,1503,8906,1004,6109,1,305,3,207,202,2,2206,606,4107,5107,1,405,99,1,102,9605,108,4,220000,1807,1902,2101,407,1106,1904,503,405,509,605,8706,8606,906,308,1402,4502,2803,1003,201,104,109,35759
E01000325,Bexley 014A,405,6407,3901,2606,3809,1003,18,602,9306,104,209,108,3,604,9401,509,6601,4,103,1,7,9,2,2205,706,4605,4605,9,507,99,1,307,8901,301,401,262500,1504,1902,2107,409,1307,2102,309,308,403,703,8803,87,1001,209,901,4404,3109,1008,308,106,302,43468
E01000326,Bexley 014B,206,68,2703,2303,3409,1209,2309,5,8907,107,205,506,5,1003,9301,609,6002,2,8,0,205,5,0,2806,703,2803,5803,105,1008,9809,101,9,2007,7306,407,177500,1805,1802,2107,309,1301,2008,307,202,407,509,8904,8703,907,301,1407,5204,25,601,108,103,201,34670
E01000369,Bexley 014C,507,6706,2606,2101,3805,1108,2104,702,8902,109,207,409,103,1008,9003,907,63,4,101,1,1,103,1,2502,708,3607,4703,609,708,9807,103,303,5505,3203,808,208000,1908,1802,2101,407,12,1803,509,308,704,706,85,8201,1208,501,1508,4606,2906,5,3,103,109,31071
E01000370,Bexley 014D,4,5905,3206,2205,4002,608,2503,502,8904,207,307,306,7,1006,9203,707,6608,6,101,1,6,6,1,2105,806,4007,4005,904,709,9803,107,1405,52,1908,1306,230000,2301,1702,1609,504,1003,2205,405,207,7,909,8301,8105,1305,501,1803,4408,2906,507,105,103,304,36651
E01000371,Bexley 014E,308,6506,2301,2302,3705,805,26,407,9101,1,206,5,3,809,9305,605,65,7,1,4,5,103,3,2304,802,3702,5201,107,707,9705,205,205,6605,705,2305,209112,1906,1706,1901,409,1306,2008,405,205,7,803,8407,83,1209,401,1705,4607,2608,504,306,103,104,34867
E01000360,Bexley 015A,502,6601,44,1909,2601,1304,3002,1003,8503,206,808,205,8,1407,8401,1509,5409,107,109,1,206,4,2,3001,802,2603,4102,102,2903,9508,402,10,2602,2809,3409,212500,2008,1203,1801,305,1104,2608,701,306,904,607,8309,8301,1109,5,2504,4709,2004,504,9,101,404,34874
E01000362,Bexley 015B,408,6003,3904,1903,35,809,3108,5,8809,108,503,207,102,1101,9004,906,6406,3,102,3,204,203,9,2006,702,4907,3707,408,607,98,2,1103,5408,1609,1701,189500,2108,1605,1808,306,1101,2404,309,305,601,1109,82,8105,1407,308,2009,4603,2401,7,106,102,306,38192
E01000365,Bexley 015C,407,5806,3401,1706,3106,1006,3207,706,8709,105,607,305,4,1201,8808,1102,6408,2,2,1,104,201,2,2305,508,3904,3701,501,1704,9706,204,6,4409,901,40,194998,2308,1509,1508,406,1004,2307,509,401,1009,1106,7705,7702,1703,505,3106,4204,2004,403,103,1,305,33462
E01000366,Bexley 015D,404,67,2306,22,3208,1204,2508,7,8309,208,1004,109,9,1601,88,12,5804,103,109,1,104,105,8,2803,605,3303,4705,304,1301,9709,201,7,45,3104,1606,233500,1805,1505,1806,206,1309,2703,306,302,603,8,8507,8402,1109,308,2206,5001,2206,308,9,101,407,39127
E01000394,Bexley 015E,207,5907,2307,2005,3201,802,3104,709,87,207,606,209,8,13,8608,1302,6201,7,204,1,107,104,1,2404,701,4108,3801,508,1301,97,3,601,47,2007,2603,237500,2006,1408,1708,4,1107,2504,506,301,708,908,8204,8206,1201,503,25,4709,2204,304,103,101,404,38656
E01000388,Bexley 016A,304,5906,53,18,3909,807,25,804,82,103,12,308,9,18,8703,1207,6202,1,209,0,204,209,5,2108,603,5007,4004,109,408,9803,107,1407,7509,404,409,237500,2704,1603,1608,502,1004,1808,502,305,807,1008,8005,7902,1508,5,20,43,2905,407,209,103,208,36079
E01000392,Bexley 016B,909,6709,2201,1901,1901,21,3207,801,7508,306,1003,807,107,2402,7905,2005,5408,1,3,2,407,7,9,2706,7,1704,3006,2608,2302,9502,408,106,2707,1402,5604,210000,2208,1702,2002,209,1003,2002,604,603,707,706,8408,8204,1206,5,3801,4303,1402,306,7,9,306,26624
E01000409,Bexley 016C,407,6306,2207,2504,3908,806,2008,504,9106,103,409,103,8,804,9109,801,6409,2,106,1,106,105,2,2303,604,4104,5109,8,406,9709,201,102,9602,102,104,225000,2409,20,18,309,1001,1703,509,206,507,706,8607,8706,908,206,1507,4605,3002,602,104,103,202,35946
E01000411,Bexley 016D,407,6404,1901,23,3704,1002,2304,6,8508,107,509,506,1,1402,9002,908,66,4,108,4,201,9,2,2403,309,3902,53,9,604,9802,108,108,4202,5407,102,234000,2502,1801,1709,308,1301,1704,405,405,604,809,8408,8207,1401,302,1506,4801,2708,6,205,103,2,33771
E01000414,Bexley 016E,702,6404,2905,2107,2504,1103,3006,1101,7206,302,1605,507,2,2704,77,23,5504,106,409,1,6,206,2,22,703,3807,3503,204,2003,9502,408,501,5405,803,3201,189995,2409,1306,1509,305,1205,2103,804,406,706,903,8301,8203,1206,501,34,4005,1804,407,204,1,305,30297
E01000415,Bexley 016F,405,6607,2209,2606,4206,804,1602,603,8202,201,1006,309,102,1708,8803,1107,64,1,209,1,207,401,1,1706,705,4701,4709,104,303,9803,107,502,8707,504,107,294000,1901,1803,1901,501,1301,2104,4,406,501,808,86,8601,1002,307,1009,4206,3101,1105,309,106,206,41304
E01000327,Bexley 017A,304,6004,3902,2308,3807,709,2302,603,9101,108,501,102,8,809,9303,607,6606,4,105,0,5,109,5,2102,705,46,4202,503,501,9703,207,1408,67,506,1206,265000,2009,1608,1707,507,13,2008,502,306,602,809,8408,8401,1202,307,1509,4109,29,1001,301,105,401,42277
E01000328,Bexley 017B,505,6304,5403,2407,3801,802,2508,302,9205,101,308,2,5,705,9207,703,6702,5,101,0,204,7,6,2007,609,4106,4508,604,502,98,2,11,5305,1804,1609,249500,2109,1807,1707,506,1103,1903,504,205,602,903,8405,8208,13,402,1409,4408,3105,607,2,104,201,36595
E01000329,Bexley 017C,607,6304,4801,2103,3109,13,28,508,8907,8,505,306,4,1003,9003,907,6501,1,104,0,9,205,5,2308,507,3705,3602,1601,905,9801,109,409,7102,11,1209,227500,2208,1901,18,304,1005,2108,405,309,8,904,8206,8201,1303,406,2201,4602,2308,504,205,102,307,31179
E01000330,Bexley 017D,604,6107,2505,14,2508,907,4509,407,8902,108,509,207,4,1008,9006,904,6202,2,1,0,204,6,5,2602,609,3407,3408,1408,1402,9801,109,501,3007,2502,39,197500,2909,1406,1506,307,1008,2003,5,3,1008,1307,7505,76,1708,602,37,4303,1509,208,9,9,409,29818
E01000331,Bexley 017E,703,6001,5304,22,3006,1605,2307,701,8505,208,6,504,3,1405,8906,1004,5907,8,8,1,205,105,2,2703,701,2802,3701,2707,6,9902,8,402,5709,2006,1704,225000,3104,1701,1402,405,1108,1607,403,4,1004,906,80,7705,16,605,2307,4708,2109,503,103,101,107,27715
E01000340,Bexley 018A,308,6201,2303,2206,3607,905,2607,405,9108,8,407,204,3,802,9203,707,6207,9,9,0,107,102,1,2406,8,4303,4409,8,802,9708,202,1006,3908,4208,608,225500,2606,1802,1602,403,1105,1902,401,207,8,907,8203,8102,1207,601,1608,4703,2406,902,201,103,104,31279
E01000395,Bexley 018B,309,6506,3201,2705,3901,708,1702,804,8702,202,8,202,4,1208,9002,908,6703,1,107,0,304,105,1,1803,608,4507,4807,2,404,9808,102,302,7808,1606,104,299000,20,1604,2007,506,1201,2103,308,407,507,704,8609,85,1106,304,1202,3709,3403,10,506,106,207,41116
E01000396,Bexley 018C,305,6506,2109,27,3505,901,1909,805,8405,1,905,301,109,1505,8908,1002,6204,2,302,1,301,204,1,20,805,4108,5101,0,505,9806,104,1,4503,5301,6,237500,2004,1804,18,404,1109,2202,407,307,508,801,8601,8308,12,401,1302,4306,3002,903,307,105,2,37669
E01000410,Bexley 018D,505,6506,2703,2407,3208,1201,2201,802,8804,106,405,5,4,1106,9002,908,6406,6,102,3,103,7,1,2402,7,38,5103,7,901,9702,208,304,3507,5408,601,219000,2003,1906,21,302,1103,1909,407,303,601,602,8707,8505,1007,308,1507,4505,30,509,3,104,108,35843
E01000412,Bexley 018E,401,6509,2405,2509,3103,1008,2301,809,8503,101,707,502,7,1407,8705,1205,6109,5,1,0,303,102,1,2506,604,3405,5207,5,1008,9707,203,209,4607,3906,1008,225000,1701,1903,2007,309,1205,2109,406,304,5,707,8702,8602,1001,308,1606,4907,2502,6,205,103,207,36428
E01000413,Bexley 018F,507,6609,2007,2202,3403,1201,23,805,8703,105,6,308,104,1207,8901,1009,5703,4,207,2,4,0,2,2902,509,3409,5301,8,909,9305,605,101,4202,4805,801,214000,2302,1806,1804,507,12,17,5,403,502,702,8705,8502,1108,209,1109,4801,3103,609,108,104,107,31285
E01000374,Bexley 019A,1103,5808,7404,24,2105,2208,2302,804,8301,204,506,803,5,1609,8708,1202,5403,1,104,0,4,1,1,3207,603,1509,3701,41,501,9904,6,204,5805,3701,107,172000,3307,1802,1606,208,905,1307,506,401,901,903,8106,7907,1304,608,26,4308,2304,409,109,101,103,23385
E01000375,Bexley 019B,801,6601,4209,2402,2808,1407,2402,8,8802,2,3,604,3,1108,8908,1002,6406,5,102,0,105,3,1,2505,604,2503,4404,2106,708,9708,202,107,49,4005,808,175000,2209,21,2002,304,11,1804,301,407,7,807,8403,8009,14,501,2302,4602,2501,408,7,101,208,28550
E01000376,Bexley 019C,505,6209,55,2606,2807,1104,2504,709,8703,204,508,4,5,1207,91,9,6305,4,101,0,107,102,2,2504,606,2907,4709,12,901,9801,109,307,4902,3808,803,190000,2204,1903,1907,308,1106,1708,504,304,608,709,8503,8405,1101,404,2006,4209,29,504,2,103,106,30292
E01000377,Bexley 019D,404,6302,4301,1802,3307,902,3402,406,9207,105,301,205,1,703,9103,807,6707,6,1,1,8,3,4,23,602,3706,4601,6,901,9709,201,504,4306,2104,2906,157500,2105,1605,17,405,1209,22,506,303,607,1001,8302,8108,1402,4,1802,4808,2503,603,104,102,105,33495
E01000378,Bexley 019E,409,6703,12602,1804,2503,1001,4101,501,8704,201,404,506,5,1206,8806,1104,6108,6,105,0,202,9,3,2608,509,2407,4004,1409,1803,97,3,1004,2206,2404,4204,186000,2205,1709,1709,309,1103,21,505,303,806,804,83,8107,1204,508,2709,4701,1809,409,102,1,202,30385
E01000379,Bexley 019F,604,6305,3204,2305,27,1202,2903,8,89,104,402,501,4,11,9003,907,6103,6,9,0,5,1,7,2508,901,2807,4409,1708,801,9709,201,1009,4704,3301,806,195500,2203,1803,1805,403,1203,2001,403,4,701,709,8501,8208,1106,506,2101,4902,2308,309,2,102,207,31077
E01000348,Bexley 020A,306,6207,2903,3203,4402,406,1405,404,9108,2,404,102,6,802,9309,601,6705,5,8,0,9,103,2,2109,609,4101,5405,8,207,9805,105,1506,8102,203,9,329000,1502,1908,1904,507,1202,2407,3,309,407,708,8705,8606,1001,304,607,3709,3609,1304,502,107,109,48333
E01000349,Bexley 020B,308,5806,3303,2308,4008,708,2302,403,8903,203,408,306,1,1007,9009,901,6606,3,104,1,104,101,1,2007,802,46,4605,104,505,98,2,2208,6602,402,608,250000,1909,1506,1901,409,1008,2504,403,201,701,803,8406,8301,1204,405,12,4101,3507,704,308,105,202,43479
E01000361,Bexley 020C,507,6709,2805,2509,3006,11,2602,603,9006,108,305,4,2,904,91,9,5807,3,104,0,106,5,3,2907,705,3504,47,503,1103,98,2,1205,5002,3006,607,220000,20,1701,1907,403,1205,2205,4,301,408,703,8709,8501,12,209,14,4708,2806,7,207,104,208,37212
E01000363,Bexley 020D,4,6507,4109,2002,4002,708,2402,706,8402,106,10,305,7,1508,8907,1003,6302,8,204,3,105,402,2,2003,702,4501,4309,102,907,9801,109,29,54,507,1103,250000,1902,1604,1902,409,1003,2504,406,401,506,801,8603,8405,1109,306,1303,4109,3308,8,3,105,207,41801
E01000389,Bexley 020E,403,6307,4402,1505,36,1205,3001,509,8509,102,11,107,3,1401,8801,1109,5607,8,208,2,209,307,2,2507,609,3607,3807,1105,1005,9705,205,2009,3303,1102,3406,275000,2006,1701,1509,303,1202,2606,403,208,604,806,85,8304,1206,309,2007,4307,2608,606,202,103,305,37914
E01000390,Bexley 020F,309,6202,5405,2002,3703,803,2704,608,8207,303,901,206,202,1703,8803,1107,64,7,9,3,205,407,1,1701,907,4407,4301,506,506,9803,107,1606,5205,1709,13,208000,2501,1507,1608,308,1102,2009,604,304,708,1005,8108,8102,1308,5,19,4102,2909,702,207,103,109,38114
E01000393,Bexley 020G,406,6806,2706,2202,3301,1101,2703,603,8405,204,707,408,6,1505,8701,1209,6202,101,2,0,102,107,3,2407,608,3407,4809,109,1109,9803,107,302,4409,4409,701,221500,1902,17,21,404,1109,2204,401,408,603,901,8406,8205,1208,406,2005,4708,2308,506,203,102,3,35149
E01000346,Bexley 021A,301,6305,3408,27,3406,1001,2304,5,9106,205,402,105,2,804,9206,704,6201,3,8,1,108,1,1,2808,6,3904,5304,1,509,9902,8,205,3104,6501,1,201000,2201,1808,2104,209,1209,1802,308,204,605,703,8602,8501,1007,402,1206,4601,3002,805,206,104,109,36308
E01000347,Bexley 021B,405,6301,1907,2104,2803,1406,3004,503,8906,206,309,206,103,1004,9101,809,6102,3,103,0,306,3,0,2306,907,3501,4709,6,1002,9604,306,109,1803,6407,1501,210000,2704,1903,1905,303,1403,1206,305,406,801,702,8407,8306,12,404,1909,49,2208,603,109,102,204,30769
E01000350,Bexley 021C,308,6604,2609,2703,3706,1006,1609,707,9109,108,4,108,5,801,9207,703,6707,2,106,0,105,5,0,2103,703,4105,4604,103,1002,9801,109,109,5703,35,508,288750,1803,1808,2009,401,1306,20,403,402,504,607,8709,8505,1007,308,1205,4101,3007,1205,303,105,201,38133
E01000352,Bexley 021D,403,62,3404,2003,2903,1206,3202,506,8804,3,502,206,8,1106,9103,807,5906,5,103,0,108,3,3,29,701,3108,4506,605,1401,9506,404,706,3505,2105,3504,168975,2507,1801,1903,309,1009,1707,406,302,609,709,8502,84,1107,403,1905,4804,2307,701,103,102,202,32332
E01000391,Bexley 021E,502,6606,4605,2407,3307,14,2109,507,8808,2,4,409,4,1102,9008,902,5802,2,5,1,4,1,2,3002,607,34,5009,604,703,9806,104,105,4905,4705,105,207000,2503,1708,1805,405,1208,1608,402,402,506,709,8605,8507,1009,304,1606,4704,2702,604,205,103,103,30744
E01000341,Bexley 022A,307,5805,2403,23,38,905,2609,206,9302,102,306,109,1,608,94,6,6709,1,9,1,106,6,3,2001,805,4702,4408,105,602,9802,108,1106,57,2204,9,212500,2402,1901,1805,504,11,1702,406,205,702,809,84,84,1203,306,1506,4702,2704,606,303,104,108,35918
E01000342,Bexley 022B,309,6605,2109,2508,34,1204,2405,303,9305,108,303,9,5,605,94,6,6409,4,101,0,7,2,5,2503,609,3405,5307,6,903,9808,102,206,1503,6807,1303,215000,2208,1809,1904,304,1208,1809,308,4,408,802,8701,8406,12,304,1507,4808,2803,601,102,103,109,35015
E01000343,Bexley 022C,501,6309,3003,3002,3402,10,18,706,9207,104,408,8,3,703,92,8,6205,0,109,2,106,8,1,2606,603,3706,5002,5,1004,9806,104,603,55,3006,801,245000,2106,1906,2002,407,12,1708,402,405,503,606,8801,8608,1002,301,1209,4607,30,708,205,104,205,36074
E01000345,Bexley 022D,203,6603,2008,2805,3702,1105,1707,501,9106,207,402,102,4,804,9103,807,6305,3,102,9,108,102,4,2303,704,3708,5402,4,606,9706,204,608,6301,2903,8,241500,1608,2102,21,405,1205,2006,303,309,501,703,8706,87,909,301,1001,4408,3106,808,407,105,201,41840
E01000460,Bexley 022E,305,7108,5106,2701,4306,602,1605,606,9105,104,502,105,4,805,91,9,6503,107,7,1,8,4,7,2107,806,4008,4808,1,9,99,1,3206,4507,1007,1009,355000,1007,1608,1804,305,16,3006,309,508,303,607,90,91,609,201,608,3804,3902,1004,502,107,109,53690
E01000364,Bexley 023A,305,6009,4303,1809,3404,1108,28,609,8507,202,707,309,4,1403,8803,1107,6108,4,208,1,209,201,3,23,605,4305,3903,508,1004,9803,107,1705,5507,401,2207,336000,2207,1509,1703,309,1102,2403,406,302,707,1001,8202,8008,1409,403,1504,4706,2801,605,205,103,201,37527
E01000444,Bexley 023B,401,6007,138,2303,4507,601,1905,504,86,206,10,101,3,14,8808,1102,6505,5,403,0,108,106,2,1804,706,5201,39,6,702,9901,9,6303,2604,602,401,360000,1507,1309,2101,402,1007,2909,405,308,602,806,8502,8508,1003,309,601,3803,4303,906,207,107,101,52456
E01000447,Bexley 023C,404,6408,9902,1906,2605,907,3801,6,9102,203,406,104,5,808,9008,902,6106,3,107,1,1,7,6,2507,804,3002,3901,9,1909,9408,502,804,2707,3305,3002,275000,18,1207,1805,308,1309,2908,303,305,507,801,8602,8409,1101,4,2109,5106,21,406,8,101,305,40170
E01000448,Bexley 023D,306,5807,4506,2804,4706,406,1509,306,9309,106,302,101,1,601,9408,502,7406,2,6,3,3,9,5,1602,604,5304,4305,6,202,9802,108,4004,4608,1103,106,386250,15,1402,1706,307,1403,3105,307,3,401,805,8704,8706,10,204,709,4203,3801,809,208,106,207,53137
E01000449,Bexley 023E,209,5601,4507,1906,3702,509,3204,409,9205,106,403,105,1,705,9207,703,6808,0,7,1,8,5,4,2009,707,5209,3508,208,8,9704,206,3308,3809,201,2501,303250,1801,1205,1601,3,1206,3307,308,304,809,1006,8005,8109,1309,402,1706,4608,2609,605,203,103,302,50872
E01000351,Bexley 024A,309,63,3103,2402,3901,903,2008,607,9104,109,5,104,4,806,9206,704,6302,3,8,1,203,105,3,2408,608,4307,4802,6,7,9705,205,907,4507,44,6,248500,2109,1803,2004,407,1105,1806,406,304,509,803,8508,8305,1207,307,11,4601,3007,806,306,105,108,36484
E01000443,Bexley 024B,504,6103,2704,2605,2906,1102,2708,409,9306,2,203,103,9,604,9205,705,6504,2,4,1,101,0,3,2502,704,3205,4309,1509,607,9801,109,4,4207,4307,906,230000,2503,1603,1909,306,1108,1901,401,304,805,907,8108,8102,1209,509,2002,4609,2507,505,108,102,3,33098
E01000445,Bexley 024C,303,5609,5901,2206,3907,606,2605,407,9102,1,6,103,5,808,9008,902,6902,4,2,1,9,9,2,1901,703,5303,3704,4,709,9806,104,1308,6203,1705,605,293000,2202,1601,1702,309,1301,2305,4,205,601,10,8309,8304,1207,4,1204,5105,2701,606,205,104,207,43229
E01000446,Bexley 024D,208,6702,28,2602,3809,908,2001,5,9401,102,301,6,1,509,9307,603,6302,5,4,2,1,9,4,27,604,3209,5605,8,808,9805,105,1,2402,7107,301,215000,1803,19,1906,4,1403,21,307,3,408,706,8705,8409,1107,304,14,47,2901,601,308,104,203,37616
E01000461,Bexley 024E,209,6607,5401,2505,4308,908,1304,706,8903,1,603,205,9,1007,9001,909,6407,5,109,1,2,108,1,2205,604,4309,4907,101,402,9808,102,308,7907,1501,104,350000,1503,1607,1807,309,1601,2503,309,609,407,801,8702,8706,904,3,908,4204,3108,1203,307,106,301,44793
