Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01000455,Bexley 013D,824,2893,3139.00 
E01000456,Bexley 013E,243,2725,1859.00 
E01000325,Bexley 014A,705,3598,4000.00 
E01000326,Bexley 014B,243,2590,3238.00 
E01000369,Bexley 014C,434,2005,3167.00 
E01000370,Bexley 014D,864,2863,3667.00 
E01000371,Bexley 014E,604,2617,2835.00 
E01000360,Bexley 015A,1436,2619,4150.00 
E01000362,Bexley 015B,916,3077,4016.00 
E01000365,Bexley 015C,1166,2387,3771.00 
E01000366,Bexley 015D,1382,3171,2897.00 
E01000394,Bexley 015E,934,3120,2913.00 
E01000388,Bexley 016A,423,2772,4341.00 
E01000392,Bexley 016B,538,976,2683.00 
E01000409,Bexley 016C,366,2750,2767.00 
E01000411,Bexley 016D,156,2431,2235.00 
E01000414,Bexley 016E,875,1832,3437.00 
E01000415,Bexley 016F,618,3383,2789.00 
E01000327,Bexley 017A,604,3494,4004.00 
E01000328,Bexley 017B,376,2857,4364.00 
E01000329,Bexley 017C,366,2031,4247.00 
E01000330,Bexley 017D,649,1737,3078.00 
E01000331,Bexley 017E,234,1239,4344.00 
E01000340,Bexley 018A,382,2048,2850.00 
E01000395,Bexley 018B,514,3365,3633.00 
E01000396,Bexley 018C,514,3010,2658.00 
E01000410,Bexley 018D,509,2735,3233.00 
E01000412,Bexley 018E,839,2836,3000.00 
E01000413,Bexley 018F,83,2050,2474.00 
E01000374,Bexley 019A,17,279,4541.00 
E01000375,Bexley 019B,230,1464,4120.00 
E01000376,Bexley 019C,222,1830,4376.00 
E01000377,Bexley 019D,597,2393,4126.00 
E01000378,Bexley 019E,1446,1853,4711.00 
E01000379,Bexley 019F,566,2007,3655.00 
E01000348,Bexley 020A,864,3956,3424.00 
E01000349,Bexley 020B,1293,3599,3722.00 
E01000361,Bexley 020C,742,2946,3359.00 
E01000363,Bexley 020D,962,3434,4096.00 
E01000389,Bexley 020E,1536,3050,4157.00 
E01000390,Bexley 020F,308,3068,4368.00 
E01000393,Bexley 020G,856,2647,3268.00 
E01000346,Bexley 021A,376,2822,3811.00 
E01000347,Bexley 021B,21,1936,2311.00 
E01000350,Bexley 021C,434,3069,3199.00 
E01000352,Bexley 021D,303,2210,3792.00 
E01000391,Bexley 021E,336,1931,4221.00 
E01000341,Bexley 022A,208,2747,2964.00 
E01000342,Bexley 022B,456,2630,2650.00 
E01000343,Bexley 022C,249,2771,3513.00 
E01000345,Bexley 022D,290,3437,2488.00 
E01000460,Bexley 022E,1357,4296,4315.00 
E01000364,Bexley 023A,1062,2994,4135.00 
E01000444,Bexley 023B,1877,4222,4728.00 
E01000447,Bexley 023C,1578,3271,4649.00 
E01000448,Bexley 023D,1314,4267,4196.00 
E01000449,Bexley 023E,2057,4122,4200.00 
E01000351,Bexley 024A,451,2846,3585.00 
E01000443,Bexley 024B,143,2336,3245.00 
E01000445,Bexley 024C,1123,3576,4420.00 
E01000446,Bexley 024D,618,3003,3309.00 
E01000461,Bexley 024E,1357,3699,4352.00 
E01000339,Bexley 025A,482,2532,3079.00 
E01000344,Bexley 025B,716,3063,2763.00 
E01000423,Bexley 025C,1436,3724,3338.00 
E01000425,Bexley 025D,1251,3757,3895.00 
E01000463,Bexley 025E,500,3450,2899.00 
E01000424,Bexley 026A,2748,3735,3984.00 
E01000426,Bexley 026B,1558,3193,3092.00 
E01000427,Bexley 026C,1768,2188,4066.00 
E01000457,Bexley 026D,2113,2519,3465.00 
E01000462,Bexley 026E,1028,2273,4212.00 
E01000382,Bexley 027A,1367,3665,4412.00 
E01000384,Bexley 027B,1536,2513,3485.00 
E01000387,Bexley 027C,883,2761,3550.00 
E01000428,Bexley 027D,1883,1708,4615.00 
E01000458,Bexley 027E,1943,3867,3756.00 
E01000459,Bexley 027F,1749,2568,3565.00 
E01000381,Bexley 028A,500,1613,4774.00 
E01000383,Bexley 028B,755,2550,4796.00 
E01000385,Bexley 028C,584,639,4430.00 
E01000386,Bexley 028D,79,415,4378.00 
E01000398,Bexley 029A,148,1378,2867.00 
E01000399,Bexley 029B,500,2481,3407.00 
E01000400,Bexley 029C,336,2025,3327.00 
E01032566,Bexley 029D,566,1329,4380.00 
E01000587,Brent 001A,1657,2456,2329.00 
E01000589,Brent 001B,2502,2338,3403.00 
E01000590,Brent 001C,2559,2632,3176.00 
E01000592,Brent 001D,1911,2372,2329.00 
E01000593,Brent 001E,2895,2150,2075.00 
E01000594,Brent 001F,2182,1975,2963.00 
E01000513,Brent 002A,1528,2700,1837.00 
E01000514,Brent 002B,1389,2400,1665.00 
E01000516,Brent 002C,1409,1799,3005.00 
E01000520,Brent 002D,1728,1710,2961.00 
E01000588,Brent 002E,2286,1141,3821.00 
E01000515,Brent 003A,1367,800,3971.00 
E01000517,Brent 003B,2508,3196,2803.00 
E01000543,Brent 003E,2615,2712,2306.00 
E01000591,Brent 003F,3029,1468,3642.00 
E01033463,Brent 003G,4140,3070,4095.00 
E01000536,Brent 004A,3257,4070,3724.00 
E01000538,Brent 004B,3016,4331,4027.00 
E01000539,Brent 004C,3013,3790,3348.00 
E01000540,Brent 004D,3210,4180,3940.00 
E01000541,Brent 004E,2417,3272,2970.00 
E01000518,Brent 005A,1389,1876,4278.00 
E01000519,Brent 005B,2231,1355,4535.00 
E01000623,Brent 005C,1728,2497,2240.00 
E01000624,Brent 005D,1507,1881,3143.00 
E01000629,Brent 005E,1668,1567,2123.00 
E01000480,Brent 006A,3403,4016,3466.00 
E01000484,Brent 006B,413,894,3579.00 
E01000485,Brent 006C,1081,1587,2024.00 
E01000486,Brent 006D,2959,3332,4543.00 
E01000487,Brent 006E,3295,2369,3548.00 
E01000572,Brent 007A,2391,3430,2616.00 
E01000573,Brent 007B,2189,2985,2895.00 
E01000574,Brent 007C,1831,3186,2679.00 
E01000575,Brent 007D,3169,2984,3202.00 
E01000577,Brent 007E,2917,691,3799.00 
E01000562,Brent 008A,3128,4154,3584.00 
E01000563,Brent 008B,2711,3907,3937.00 
E01000566,Brent 008C,2277,3409,2518.00 
E01000568,Brent 008D,4691,3781,4580.00 
E01000569,Brent 008E,2837,3865,3949.00 
E01000479,Brent 009A,2988,3884,3597.00 
E01000481,Brent 009B,2467,1347,3070.00 
E01000482,Brent 009C,3607,516,3778.00 
E01000483,Brent 009D,1197,293,2752.00 
E01000625,Brent 009E,1331,2260,3184.00 
E01000498,Brent 010B,489,561,3350.00 
E01000622,Brent 010D,962,661,4458.00 
E01000626,Brent 010E,174,204,2481.00 
E01033464,Brent 010F,2440,660,2941.00 
E01000497,Brent 011A,1842,1514,3500.00 
E01000499,Brent 011B,1197,648,4335.00 
E01000501,Brent 011C,1409,588,1723.00 
E01000502,Brent 011D,762,1529,3948.00 
E01000503,Brent 011E,2203,1551,4056.00 
E01000570,Brent 012A,1258,842,1201.00 
E01000571,Brent 012B,2552,2890,3830.00 
E01000576,Brent 012C,2844,3067,3414.00 
E01000578,Brent 012D,3227,2218,3694.00 
E01000564,Brent 013A,1749,2065,2403.00 
E01000565,Brent 013B,2223,2762,2156.00 
E01000607,Brent 013C,3117,2115,2309.00 
E01000608,Brent 013D,3460,1301,4391.00 
E01000613,Brent 013E,2596,1547,2639.00 
E01000506,Brent 014A,1515,274,3433.00 
E01000509,Brent 014B,658,734,1138.00 
E01000510,Brent 014C,1166,980,1998.00 
E01000511,Brent 014D,1612,1512,1847.00 
E01000627,Brent 014E,981,331,2681.00 
E01000628,Brent 014F,1600,502,3835.00 
E01000553,Brent 015A,2981,1049,1387.00 
E01000554,Brent 015B,2780,1341,2631.00 
E01000555,Brent 015C,3111,3808,2474.00 
E01000556,Brent 015D,3025,573,522.00 
E01000557,Brent 015E,3941,2029,893.00 
E01000558,Brent 015F,3561,3544,1953.00 
E01000567,Brent 016A,2009,2756,2464.00 
E01000606,Brent 016B,1550,1345,2889.00 
E01000609,Brent 016C,2608,1437,3019.00 
E01000611,Brent 016D,1762,1156,1012.00 
E01000615,Brent 017B,1943,1390,4487.00 
E01000617,Brent 017C,1966,1234,3216.00 
E01000618,Brent 017D,1389,1162,2112.00 
E01000619,Brent 017E,1474,1443,2583.00 
E01033424,Brent 017F,2674,1362,4119.00 
E01033457,Brent 017G,3552,2650,2063.00 
E01000504,Brent 018A,3416,2791,1444.00 
E01000505,Brent 018B,2391,2435,1659.00 
E01000507,Brent 018C,2545,2429,2828.00 
E01000512,Brent 018D,3350,2877,1582.00 
E01000559,Brent 018E,3354,2981,822.00 
E01000610,Brent 019A,2492,1582,3363.00 
E01000612,Brent 019B,1957,1299,3089.00 
E01000631,Brent 019C,2596,1727,3059.00 
E01000633,Brent 019D,2748,891,1788.00 
E01000634,Brent 019E,2787,868,1853.00 
E01000616,Brent 020A,2508,1275,1898.00 
E01000620,Brent 020B,1744,1311,4147.00 
E01000621,Brent 020C,1587,1208,2586.00 
E01000635,Brent 020D,3316,624,2850.00 
E01000636,Brent 020E,1715,899,2579.00 
E01000596,Brent 021A,123,39,2215.00 
E01000601,Brent 021B,138,205,4518.00 
E01000602,Brent 021C,143,158,1209.00 
E01000603,Brent 021D,721,239,1009.00 
E01000604,Brent 021E,413,61,1866.00 
E01000605,Brent 021F,234,52,1918.00 
E01000488,Brent 022A,2381,2611,1753.00 
E01000637,Brent 022B,2451,1052,167.00 
E01000639,Brent 022C,3629,2046,497.00 
E01000642,Brent 022D,4133,1471,1700.00 
E01000644,Brent 022E,3092,1377,1016.00 
E01000490,Brent 023A,4149,3144,1178.00 
E01000494,Brent 023B,3983,3174,2660.00 
E01000495,Brent 023C,3552,2112,1926.00 
E01000560,Brent 023D,4267,3723,2483.00 
E01000561,Brent 023E,3852,2305,913.00 
E01000638,Brent 024A,1600,289,3429.00 
E01000640,Brent 024B,2440,319,1017.00 
E01000641,Brent 024C,2260,549,712.00 
E01000643,Brent 024D,2153,436,4397.00 
E01000508,Brent 025A,779,136,2794.00 
E01000521,Brent 025B,1226,55,1356.00 
E01000522,Brent 025C,934,460,1424.00 
E01000526,Brent 025D,934,145,1304.00 
E01000527,Brent 025E,1367,195,1077.00 
E01000528,Brent 025F,402,156,780.00 
E01000471,Brent 026A,818,1152,1315.00 
E01000474,Brent 026B,1488,731,2311.00 
E01000476,Brent 026C,995,1171,2772.00 
E01000477,Brent 026D,1251,432,3982.00 
E01000630,Brent 026E,2917,427,3365.00 
E01000595,Brent 027A,395,94,2250.00 
E01000599,Brent 027D,604,570,370.00 
E01000600,Brent 027E,1499,355,4770.00 
E01033456,Brent 027F,1062,114,3156.00 
E01000545,Brent 028A,4181,2421,860.00 
E01000546,Brent 028B,3838,2975,472.00 
E01000547,Brent 028C,3650,2674,206.00 
E01000548,Brent 028D,4225,1474,716.00 
E01000549,Brent 028E,4554,3771,780.00 
E01000472,Brent 029A,2173,1342,4136.00 
E01000473,Brent 029B,2099,742,1952.00 
E01000475,Brent 029C,2485,1051,3583.00 
E01000478,Brent 029D,1243,1065,2253.00 
E01000632,Brent 029E,2265,1270,3353.00 
E01000489,Brent 030A,3006,3424,3626.00 
E01000491,Brent 030B,3658,3400,3919.00 
E01000492,Brent 030C,2298,3856,1684.00 
E01000493,Brent 030D,3136,3778,2177.00 
E01000581,Brent 030E,3344,4086,1806.00 
E01000523,Brent 031A,2124,387,1336.00 
E01000524,Brent 031B,2189,113,1674.00 
E01000525,Brent 031C,1258,312,1650.00 
E01000533,Brent 031E,2113,448,2171.00 
E01000535,Brent 031F,3227,1455,2189.00 
E01033455,Brent 031G,300,242,95.00 
E01033485,Brent 031H,1600,237,1432.00 
E01000579,Brent 032A,3279,2732,805.00 
E01000580,Brent 032B,4389,3860,4165.00 
E01000582,Brent 032C,4236,4329,2265.00 
E01000583,Brent 032D,4702,3520,2291.00 
E01000586,Brent 032E,4631,1899,1517.00 
E01000530,Brent 033A,3505,3246,1994.00 
E01000531,Brent 033B,3540,1510,705.00 
E01000532,Brent 033C,3316,2463,605.00 
E01000534,Brent 033D,2946,2868,1609.00 
E01000584,Brent 033E,3045,3471,1066.00 
E01000585,Brent 033F,3522,3289,566.00 
E01000544,Brent 034A,2142,260,168.00 
E01000550,Brent 034B,3099,1069,1392.00 
E01000551,Brent 034C,1715,111,1260.00 
E01000552,Brent 034D,649,76,356.00 
E01000779,Bromley 001A,1446,2992,4695.00 
E01000780,Bromley 001B,705,1919,2536.00 
E01000781,Bromley 001C,54,817,1928.00 
E01000782,Bromley 001D,49,365,3340.00 
E01000783,Bromley 001E,70,618,2198.00 
E01000785,Bromley 001F,208,1238,2539.00 
E01000689,Bromley 002A,910,2502,4730.00 
E01000690,Bromley 002B,1831,3899,3719.00 
E01000691,Bromley 002C,1129,2660,2947.00 
E01000692,Bromley 002D,2381,3482,3835.00 
E01000784,Bromley 002E,1446,3312,2726.00 
E01000799,Bromley 004A,2623,2506,2623.00 
E01000802,Bromley 004B,3295,2531,2147.00 
E01000803,Bromley 004C,3092,2748,3127.00 
E01000804,Bromley 004D,2889,4002,4485.00 
E01000805,Bromley 004E,2517,2386,1723.00 
E01000740,Bromley 005A,2698,1706,4527.00 
E01000741,Bromley 005B,3036,1765,1246.00 
E01000742,Bromley 005C,3925,1917,3175.00 
E01000745,Bromley 005D,3475,2390,4227.00 
E01000746,Bromley 005E,3898,2697,2078.00 
E01000709,Bromley 006A,2674,2886,2967.00 
E01000710,Bromley 006B,3739,3676,4360.00 
E01000711,Bromley 006C,3971,3613,3322.00 
E01000714,Bromley 006D,4051,3342,3712.00 
E01000718,Bromley 006E,2995,2034,3750.00 
E01000645,Bromley 007A,2990,4669,4560.00 
E01000649,Bromley 007B,3999,4420,4602.00 
E01000694,Bromley 007C,3099,4556,4657.00 
E01000695,Bromley 007D,2674,4356,4552.00 
E01000696,Bromley 007E,3178,4593,4775.00 
E01000697,Bromley 007F,3811,4398,4321.00 
E01000674,Bromley 008A,2823,3020,2384.00 
E01000676,Bromley 008B,3261,2452,3711.00 
E01000820,Bromley 008C,2344,3202,4425.00 
E01000822,Bromley 008D,2590,2978,2696.00 
E01000823,Bromley 008E,3434,3714,2984.00 
E01000824,Bromley 008F,1632,3004,1800.00 
E01000825,Bromley 008G,2590,2859,2001.00 
E01000743,Bromley 009A,1966,671,3585.00 
E01000744,Bromley 009B,290,307,2600.00 
E01000796,Bromley 009C,597,493,551.00 
E01000798,Bromley 009D,509,134,1228.00 
E01000800,Bromley 009E,2231,1385,2826.00 
E01000806,Bromley 009F,2066,1117,1783.00 
E01000693,Bromley 010A,2163,4053,4792.00 
E01000698,Bromley 010B,1436,4410,4688.00 
E01000736,Bromley 010C,290,1797,4023.00 
E01000737,Bromley 010D,234,1539,3902.00 
E01000672,Bromley 011A,2674,3872,3678.00 
E01000673,Bromley 011B,2689,3765,4241.00 
E01000716,Bromley 011C,3178,4167,4042.00 
E01000717,Bromley 011D,3475,3492,3592.00 
E01000828,Bromley 011E,2910,3744,3774.00 
E01000712,Bromley 012A,3787,3998,3867.00 
E01000713,Bromley 012B,3807,3898,4084.00 
E01000715,Bromley 012C,3711,3837,3492.00 
E01000770,Bromley 012D,3148,4360,4506.00 
E01000772,Bromley 012E,3025,4146,3646.00 
E01000700,Bromley 013A,2538,2869,2362.00 
E01000702,Bromley 013B,1930,3330,1299.00 
E01000703,Bromley 013C,3324,3773,2940.00 
E01000706,Bromley 013D,1129,2546,3496.00 
E01000797,Bromley 013E,3362,3847,4480.00 
E01000729,Bromley 014A,88,191,3118.00 
E01000730,Bromley 014B,71,411,3926.00 
E01000735,Bromley 014C,65,1231,4309.00 
E01000738,Bromley 014D,355,2077,4311.00 
E01000739,Bromley 014E,33,524,2735.00 
E01000699,Bromley 015A,1917,2133,1256.00 
E01000701,Bromley 015B,1682,3113,1205.00 
E01000704,Bromley 015C,1340,2707,3664.00 
E01000705,Bromley 015D,1536,2665,1586.00 
E01000801,Bromley 015E,1331,2207,2152.00 
E01000646,Bromley 016A,3117,3682,3832.00 
E01000647,Bromley 016B,2197,3475,3045.00 
E01000648,Bromley 016C,2814,3852,3957.00 
E01000653,Bromley 016D,2837,4337,4275.00 
E01000678,Bromley 016E,2844,3725,3482.00 
E01000670,Bromley 018A,4208,4245,4254.00 
E01000675,Bromley 018B,3236,3758,4404.00 
E01000677,Bromley 018C,3378,3288,3967.00 
E01000762,Bromley 018D,2932,3602,3627.00 
E01000829,Bromley 018E,3143,3764,2709.00 
E01000719,Bromley 019A,883,1413,3816.00 
E01000720,Bromley 019B,395,771,4826.00 
E01000721,Bromley 019C,8,287,3173.00 
E01000724,Bromley 019D,219,533,4078.00 
E01000728,Bromley 019E,254,1867,4793.00 
E01000651,Bromley 020A,2652,3951,3400.00 
E01000668,Bromley 020B,2245,2980,4520.00 
E01000669,Bromley 020C,2236,2943,1947.00 
E01000671,Bromley 020D,2698,2864,3783.00 
E01000679,Bromley 020E,2009,3319,3446.00 
E01000826,Bromley 021A,3055,4628,4319.00 
E01000827,Bromley 021B,3158,3721,3932.00 
E01000830,Bromley 021C,3136,4595,4424.00 
E01000831,Bromley 021D,3505,3999,4059.00 
E01000833,Bromley 021E,1715,4437,3864.00 
E01000650,Bromley 022A,3739,4400,4613.00 
E01000652,Bromley 022B,2223,3857,4406.00 
E01000807,Bromley 022C,2323,4181,4579.00 
E01000809,Bromley 022D,1622,3874,4360.00 
E01000722,Bromley 023A,423,1943,4408.00 
E01000725,Bromley 023B,696,1653,3759.00 
E01000731,Bromley 023C,99,1599,2865.00 
E01000732,Bromley 023D,1081,2797,3846.00 
E01000733,Bromley 023E,465,2092,3930.00 
E01000769,Bromley 024A,1293,3651,4704.00 
E01000773,Bromley 024B,1911,3649,3574.00 
E01000775,Bromley 024C,3236,4287,4683.00 
E01000777,Bromley 024D,1419,3611,3026.00 
E01000778,Bromley 024E,962,2678,2467.00 
E01000808,Bromley 025A,2391,4237,3727.00 
E01000810,Bromley 025B,2596,4462,3919.00 
E01000811,Bromley 025C,1314,3738,3477.00 
E01000813,Bromley 025D,1805,3739,4445.00 
E01000815,Bromley 025E,2570,4580,4262.00 
E01000661,Bromley 026A,276,862,4629.00 
E01000662,Bromley 026B,1266,2446,4331.00 
E01000663,Bromley 026C,954,2325,3624.00 
E01000664,Bromley 026D,794,2340,4571.00 
E01000763,Bromley 027A,1090,3957,4598.00 
E01000764,Bromley 027B,1362,2999,4291.00 
E01000766,Bromley 027C,2124,4255,3907.00 
E01000767,Bromley 027D,2203,4098,3608.00 
E01000834,Bromley 027E,901,4172,2544.00 
E01000727,Bromley 028A,1156,2671,3979.00 
E01000734,Bromley 028B,806,2988,3653.00 
E01000790,Bromley 028C,3367,3122,4327.00 
E01000812,Bromley 028D,2335,3596,3960.00 
E01000814,Bromley 028E,2959,4590,4240.00 
E01000723,Bromley 029A,99,2413,4105.00 
E01000726,Bromley 029B,443,2746,3328.00 
E01000787,Bromley 029C,316,2051,3772.00 
E01000788,Bromley 029D,1053,2458,3905.00 
E01000791,Bromley 029E,526,2786,4036.00 
E01000832,Bromley 030A,1990,3901,4606.00 
E01000835,Bromley 030B,1567,3604,3718.00 
E01000836,Bromley 030C,1786,4095,2577.00 
E01000837,Bromley 030D,1693,3324,4245.00 
E01000838,Bromley 030E,1419,3826,4350.00 
E01000839,Bromley 030F,2099,4311,3259.00 
E01000840,Bromley 030G,2124,3801,4574.00 
E01000841,Bromley 030H,2027,3950,3775.00 
E01000753,Bromley 031A,2768,4159,4608.00 
E01000754,Bromley 031B,1877,3255,3992.00 
E01000755,Bromley 031C,1943,3929,3785.00 
E01000757,Bromley 031D,2163,4283,4358.00 
E01000758,Bromley 031E,2173,4105,3521.00 
E01000786,Bromley 032A,1419,3407,4631.00 
E01000789,Bromley 032B,88,265,1411.00 
E01000792,Bromley 032C,336,2551,3605.00 
E01000793,Bromley 032D,2485,4080,4223.00 
E01000795,Bromley 032E,674,2810,3363.00 
E01000665,Bromley 033A,1786,2922,4591.00 
E01000666,Bromley 033B,2946,4332,4800.00 
E01000667,Bromley 033C,1966,4459,4670.00 
E01000756,Bromley 033D,1883,4385,4658.00 
E01000759,Bromley 034A,1488,3883,4819.00 
E01000760,Bromley 034B,1216,3381,4286.00 
E01000761,Bromley 034C,1175,3626,4404.00 
E01000765,Bromley 034D,2277,3809,4781.00 
E01000768,Bromley 034E,2615,3913,4249.00 
E01000681,Bromley 035A,2034,3820,3597.00 
E01000682,Bromley 035B,1728,3608,3297.00 
E01000683,Bromley 035C,2130,3094,3118.00 
E01000684,Bromley 035D,3143,4208,4041.00 
E01000794,Bromley 035E,2124,3887,4217.00 
E01000749,Bromley 036A,1536,3371,4829.00 
E01000750,Bromley 036B,344,1774,3575.00 
E01000751,Bromley 036C,2652,3533,4761.00 
E01000752,Bromley 036D,1463,3015,4729.00 
E01000680,Bromley 037A,2517,4204,4827.00 
E01000685,Bromley 037B,1314,2889,4684.00 
E01000686,Bromley 037C,1866,3677,4155.00 
E01000687,Bromley 037D,2020,3733,4413.00 
E01000688,Bromley 037E,2106,4343,4624.00 
E01000654,Bromley 039A,276,2944,4672.00 
E01000655,Bromley 039B,283,2931,3962.00 
E01000656,Bromley 039C,824,3447,4804.00 
E01000657,Bromley 039D,806,2601,3552.00 
E01000659,Bromley 039E,413,3055,4295.00 
E01000816,Bromley 040A,1293,2693,3511.00 
E01000818,Bromley 040B,1488,3395,4715.00 
E01000819,Bromley 040C,1191,1638,3998.00 
E01032562,Bromley 040D,344,593,2812.00 
E01032563,Bromley 040E,2182,3936,3935.00 
E01000707,Bromley 041A,2910,4318,1616.00 
E01000708,Bromley 041B,2057,3360,2939.00 
E01000771,Bromley 041C,2864,4071,3901.00 
E01000774,Bromley 041D,1357,3546,3955.00 
E01032568,Bromley 041E,772,1844,3898.00 
E01000658,Bromley 042A,618,3011,4776.00 
E01000747,Bromley 042B,1905,3358,4832.00 
E01000748,Bromley 042C,1367,3645,4830.00 
E01032570,Bromley 042D,1243,2986,4192.00 
E01001137,Croydon 001A,3601,2328,3850.00 
E01001138,Croydon 001B,3452,2925,3138.00 
E01001156,Croydon 001C,2608,1659,3289.00 
E01001162,Croydon 001D,2401,1527,3597.00 
E01001164,Croydon 001E,4133,2381,2116.00 
E01001084,Croydon 002A,3407,3600,4431.00 
E01001157,Croydon 002B,2252,2585,3710.00 
E01001159,Croydon 002C,2910,2501,4047.00 
E01001160,Croydon 002D,2596,2728,3631.00 
E01001163,Croydon 002E,3169,2354,3330.00 
E01001083,Croydon 003A,2451,3121,3640.00 
E01001086,Croydon 003B,2635,2345,2814.00 
E01001087,Croydon 003C,3236,1499,3944.00 
E01001161,Croydon 003D,786,305,3463.00 
E01001085,Croydon 004A,2034,1612,2100.00 
E01001088,Croydon 004B,1600,1696,1643.00 
E01001089,Croydon 004C,1657,783,1668.00 
E01001090,Croydon 004D,3320,1040,2043.00 
E01001091,Croydon 004E,2538,3243,3624.00 
E01001147,Croydon 005A,910,434,2375.00 
E01001148,Croydon 005B,1578,1483,1380.00 
E01001151,Croydon 005C,604,454,1821.00 
E01001152,Croydon 005D,1474,701,1929.00 
E01001158,Croydon 005E,1866,1524,2533.00 
E01001146,Croydon 006A,1567,1447,1174.00 
E01001149,Croydon 006B,1866,1801,1272.00 
E01001150,Croydon 006C,2182,2363,3290.00 
E01001153,Croydon 006D,1243,1492,1332.00 
E01001154,Croydon 006E,1397,735,2004.00 
E01001136,Croydon 007A,2216,457,3325.00 
E01001139,Croydon 007B,2335,1772,2140.00 
E01001140,Croydon 007C,2837,1739,3824.00 
E01001142,Croydon 007D,2236,2621,3570.00 
E01001144,Croydon 007E,1762,523,955.00 
E01001141,Croydon 008A,1028,1007,1593.00 
E01001143,Croydon 008B,1819,944,2723.00 
E01001145,Croydon 008C,856,91,1328.00 
E01001191,Croydon 008D,2307,492,1668.00 
E01001192,Croydon 008E,1430,872,2161.00 
E01000994,Croydon 009A,1382,1414,1988.00 
E01000995,Croydon 009B,1550,787,1411.00 
E01000996,Croydon 009C,1116,1852,652.00 
E01000997,Croydon 009D,916,1320,679.00 
E01000999,Croydon 009E,954,1256,510.00 
E01001002,Croydon 009F,943,1348,692.00 
E01000998,Croydon 010A,1728,1015,1311.00 
E01001000,Croydon 010B,1008,1396,1307.00 
E01001003,Croydon 010C,1276,992,1650.00 
E01001111,Croydon 010D,1141,1268,2431.00 
E01001155,Croydon 010E,1053,175,1237.00 
E01001174,Croydon 011A,1206,1404,2795.00 
E01001175,Croydon 011B,883,1008,1570.00 
E01001176,Croydon 011C,1930,1104,3048.00 
E01001182,Croydon 011D,1331,1601,1148.00 
E01001183,Croydon 011E,1362,846,1226.00 
E01001184,Croydon 011F,864,1840,2195.00 
E01001001,Croydon 013A,382,629,976.00 
E01001109,Croydon 013B,2286,413,4230.00 
E01001112,Croydon 013C,1266,688,3855.00 
E01001113,Croydon 013D,2286,836,2006.00 
E01001114,Croydon 013E,366,345,2039.00 
E01001116,Croydon 013F,705,903,1681.00 
E01000992,Croydon 014A,1276,1006,4271.00 
E01001185,Croydon 014B,1648,1564,2377.00 
E01001186,Croydon 014C,2009,930,2063.00 
E01001188,Croydon 014D,1642,939,2189.00 
E01001193,Croydon 014E,839,807,2006.00 
E01001004,Croydon 015A,2236,831,1643.00 
E01001115,Croydon 015B,883,241,2660.00 
E01001117,Croydon 015C,3678,818,1964.00 
E01001178,Croydon 015D,597,44,2067.00 
E01001181,Croydon 015E,1206,269,1461.00 
E01001006,Croydon 016A,721,906,3411.00 
E01001007,Croydon 016B,1216,984,1518.00 
E01001177,Croydon 016C,895,606,3429.00 
E01001179,Croydon 016D,1276,1425,838.00 
E01001180,Croydon 016E,1156,689,1595.00 
E01000980,Croydon 017A,1419,2154,1439.00 
E01000981,Croydon 017B,1749,2571,1909.00 
E01000982,Croydon 017C,1957,1784,1268.00 
E01000983,Croydon 017D,2182,2861,1650.00 
E01001187,Croydon 017E,1990,1229,1813.00 
E01000989,Croydon 018A,1314,3256,3116.00 
E01000991,Croydon 018B,1768,3605,4167.00 
E01001131,Croydon 018C,883,2296,1772.00 
E01001132,Croydon 018D,1578,3427,4131.00 
E01001134,Croydon 018E,2189,3180,3947.00 
E01001005,Croydon 019A,1463,730,426.00 
E01001008,Croydon 019B,413,381,2134.00 
E01001009,Croydon 019C,2034,1045,839.00 
E01001010,Croydon 019D,112,151,4532.00 
E01001011,Croydon 019E,2034,430,991.00 
E01001012,Croydon 020A,2286,217,1397.00 
E01001013,Croydon 020B,1303,41,2344.00 
E01001048,Croydon 020C,3739,1591,3819.00 
E01001110,Croydon 020D,2570,759,1616.00 
E01001118,Croydon 020E,1402,247,2163.00 
E01000985,Croydon 021A,1474,3356,3964.00 
E01000986,Croydon 021B,3136,3459,3661.00 
E01000987,Croydon 021C,1430,3325,1720.00 
E01000993,Croydon 021D,1578,2651,1777.00 
E01000975,Croydon 022A,3496,2554,2207.00 
E01000976,Croydon 022B,2995,1235,1765.00 
E01000977,Croydon 022C,2995,1393,1945.00 
E01000978,Croydon 022D,3753,2118,1668.00 
E01000979,Croydon 022E,3773,2902,1162.00 
E01000984,Croydon 022F,2689,1392,1934.00 
E01001044,Croydon 023A,4501,4010,4170.00 
E01001046,Croydon 023B,4478,4029,2304.00 
E01001049,Croydon 023C,3561,4488,4731.00 
E01001050,Croydon 023D,3350,2679,1628.00 
E01001014,Croydon 024A,3795,850,4472.00 
E01001042,Croydon 024B,2652,1126,2506.00 
E01001165,Croydon 024C,2099,1816,2070.00 
E01001166,Croydon 024D,1905,578,1991.00 
E01001168,Croydon 024E,2467,2331,2729.00 
E01001127,Croydon 025A,1775,3661,3691.00 
E01001128,Croydon 025B,316,542,2664.00 
E01001130,Croydon 025C,265,103,1293.00 
E01001135,Croydon 025D,1930,3588,4176.00 
E01001062,Croydon 026A,2590,3996,4709.00 
